ip_address,hostname,mac_address,device_type,manufacturer,model,is_managed,has_security_patches,encryption_enabled,authentication_required,firewall_protected,access_control,vulnerabilities,cve_count,last_seen,confidence_level,firmware_version,protocol
192.168.127.81,DEVICE-192-168-127-81,1A:4B:24:19:61:26,Protocol_Converter,Schneider,Protocol_Converter-586,true,false,false,true,false,Role-Based,3,1,2025-11-06,66,v14.3,Unknown
192.168.222.209,Gate-6472,5D:2B:42:35:E:62,Gateway,Endress+Hauser,Gateway-420,true,true,false,false,false,Role-Based,0,0,2025-11-09,62,v14.3,Unknown
192.168.142.237,DEVICE-192-168-142-237,32:1D:35:44:50:4C,Analyzer,Emerson,Analyzer-888,true,true,false,true,true,Basic,1,0,2025-11-07,85,v2.8.3,Unknown
192.168.47.151,Smar-4518,29:3A:32:3C:40:15,Smart_Transmitter,Generic,Unknown,false,false,false,false,true,None,8,3,2025-11-03,83,R511.5,HART-IP
192.168.57.64,DEVICE-192-168-57-64,F:4A:3C:19:19:21,RTU,Schneider,Model-4987,true,true,true,false,true,Basic,0,0,2025-11-03,94,v4.5.2,Profinet
192.168.75.29,IP_C-4112,1D:54:4F:15:63:5B,IP_Camera,Siemens,IP_Camera-616,true,true,false,false,true,Basic,1,0,2025-11-07,81,R4.03,BACnet
192.168.220.40,IP_C-3960,56:5A:3B:37:56:14,IP_Camera,Yokogawa,IP_Camera-370,false,false,false,false,true,None,6,1,2025-11-04,69,v21.11,Unknown
192.168.17.240,Swit-4509,4A:37:2B:4F:3E:23,Switch,Unknown,Unknown,true,false,false,false,true,Role-Based,2,0,2025-11-10,80,v16.0,BACnet
192.168.213.138,DEV-394,4E:D:B:4C:18:57,SCADA,Generic,Unknown,true,true,false,true,false,Role-Based,0,0,2025-11-09,97,v3.1.0,EtherNet/IP
192.168.204.164,DEVICE-192-168-204-164,22:23:54:12:52:19,IP_Camera,Yokogawa,IP_Camera-454,true,true,false,false,true,Role-Based,0,0,2025-11-07,81,R511.5,BACnet
192.168.201.214,DEV-1222,60:17:26:54:E:1D,SCADA,Schneider,Model-2116,true,true,true,true,true,Basic,0,0,2025-11-05,65,v2.8.1,Proprietary
192.168.51.23,Safe-4934,28:34:17:12:2C:44,Safety_Controller,Schneider,Safety_Controller-781,true,true,false,true,true,Basic,0,0,2025-11-08,83,v4.5.2,HART-IP
192.168.134.39,,10:51:30:2F:55:63,Gateway,Emerson,Gateway-445,true,true,false,false,true,Role-Based,1,0,2025-11-04,71,v5.0,Unknown
192.168.219.117,Smar-8624,24:48:63:17:1B:52,Smart_Transmitter,Schneider,Smart_Transmitter-614,true,true,true,true,true,Role-Based,2,1,2025-11-04,96,v2.8.1,BACnet
192.168.62.114,IP_C-4012,18:41:31:62:1B:24,IP_Camera,Rosemount,IP_Camera-929,true,true,false,false,true,Basic,0,0,2025-11-07,82,R4.03,HART-IP
192.168.11.109,IP_C-8087,C:28:22:44:3D:50,IP_Camera,Rosemount,IP_Camera-300,true,true,false,false,true,Role-Based,2,1,2025-11-04,80,R4.03,Modbus TCP
192.168.14.44,DEVICE-192-168-14-44,1A:5C:5E:5D:2B:56,Safety_Controller,Unknown,Unknown,true,true,false,true,false,Role-Based,0,0,2025-11-10,73,R511.5,BACnet
192.168.250.197,Gate-3912,4C:40:24:5C:3A:5D,Gateway,Rosemount,Gateway-896,false,false,false,false,true,None,9,5,2025-11-05,92,v3.1.0,Unknown
192.168.133.143,,56:23:46:3F:B:E,Analyzer,Unknown,Unknown,true,true,false,false,false,Role-Based,3,1,2025-11-09,74,v1.2.3,Modbus TCP
192.168.132.222,VFD-1569,4D:38:4A:40:28:4B,VFD,Emerson,VFD-738,true,true,false,true,false,Role-Based,2,0,2025-11-09,74,Unknown,Modbus TCP
192.168.231.228,DEVICE-192-168-231-228,61:63:4A:2F:3B:5A,VFD,Siemens,VFD-397,true,true,false,true,true,Role-Based,2,0,2025-11-09,77,R511.5,HART-IP
192.168.190.110,DEV-326,42:11:26:2F:40:39,Historian,Unknown,Unknown,true,false,true,false,true,Role-Based,2,1,2025-11-05,97,v14.3,Modbus TCP
192.168.179.77,Prot-7733,41:2B:51:25:58:16,Protocol_Converter,ABB,Protocol_Converter-669,true,true,false,false,true,Role-Based,0,0,2025-11-04,60,R511.5,Modbus TCP
192.168.184.92,VFD-2147,62:34:26:42:40:37,VFD,Siemens,VFD-665,true,true,false,true,true,Role-Based,1,0,2025-11-06,69,v14.3,BACnet
192.168.64.155,DEVICE-192-168-64-155,28:A:3E:3B:49:14,Smart_Transmitter,Endress+Hauser,Smart_Transmitter-412,true,true,true,false,true,Role-Based,0,0,2025-11-03,89,v1.2.3,Unknown
192.168.37.129,Anal-4168,3E:3B:44:53:4C:31,Analyzer,Siemens,Analyzer-556,true,false,false,false,true,Role-Based,2,0,2025-11-07,90,v2.8.1,Unknown
192.168.20.61,Swit-2003,59:34:34:26:29:28,Switch,Endress+Hauser,Switch-821,true,true,false,false,false,Role-Based,2,0,2025-11-06,72,v16.0,Modbus TCP
192.168.13.179,Gate-4204,4D:3E:4E:26:62:20,Gateway,Endress+Hauser,Gateway-235,true,true,false,false,true,Role-Based,3,0,2025-11-08,63,R4.03,HART-IP
192.168.98.158,DEVICE-192-168-98-158,16:3C:5F:B:14:22,Smart_Transmitter,Rosemount,Smart_Transmitter-990,false,false,false,false,true,None,3,0,2025-11-10,89,v1.2.3,Unknown
192.168.120.248,Smar-2357,5B:43:60:15:12:5E,Smart_Transmitter,Generic,Unknown,true,true,false,false,true,Basic,1,0,2025-11-06,65,v2.8.1,BACnet
192.168.242.74,Smar-4913,1D:19:60:4C:55:5A,Smart_Transmitter,Rosemount,Smart_Transmitter-464,true,true,true,false,true,Role-Based,3,0,2025-11-03,89,v3.1.0,Modbus TCP
192.168.97.239,,48:2B:1B:38:2E:1B,VFD,Schneider,VFD-672,true,true,false,true,true,Role-Based,3,0,2025-11-10,62,v4.5.2,BACnet
192.168.130.228,IP_C-3590,20:1C:60:10:4B:43,IP_Camera,Siemens,IP_Camera-680,true,true,true,true,true,Role-Based,0,0,2025-11-07,69,v16.0,BACnet
192.168.228.135,VFD-1543,19:F:1F:49:1E:C,VFD,Yokogawa,VFD-222,true,true,false,false,true,Role-Based,1,0,2025-11-09,70,v4.5.2,Modbus TCP
192.168.178.206,DEVICE-192-168-178-206,E:54:28:43:52:1B,Gateway,Schneider,Gateway-432,false,false,true,false,true,None,8,3,2025-11-04,93,v5.0,HART-IP
192.168.18.235,DEVICE-192-168-18-235,5C:57:4D:22:45:1D,IP_Camera,Rosemount,IP_Camera-478,true,true,true,false,true,Basic,2,1,2025-11-05,96,v14.3,Unknown
192.168.94.67,,31:13:43:61:1B:21,Server,Generic,Unknown,true,true,true,true,false,Role-Based,2,0,2025-11-03,66,R511.5,EtherNet/IP
192.168.103.96,,24:23:10:A:4F:30,Protocol_Converter,Siemens,Protocol_Converter-260,true,true,false,false,false,Role-Based,2,0,2025-11-08,68,v20.19,HART-IP
192.168.43.90,Anal-5657,33:10:15:4C:4C:11,Analyzer,Siemens,Analyzer-792,true,true,false,false,true,Basic,1,0,2025-11-05,88,v2.8.3,BACnet
192.168.162.155,,4A:61:35:28:4F:57,Smart_Transmitter,Endress+Hauser,Smart_Transmitter-714,true,true,false,true,true,Basic,3,1,2025-11-10,70,v2.8.3,BACnet
192.168.117.18,Prot-1684,2D:14:5E:4B:19:4F,Protocol_Converter,Endress+Hauser,Protocol_Converter-957,true,true,false,false,true,Role-Based,2,1,2025-11-05,86,v14.3,BACnet
192.168.71.25,Safe-7314,58:1B:31:32:51:32,Safety_Controller,Endress+Hauser,Safety_Controller-395,true,true,false,false,false,Basic,1,0,2025-11-07,85,v3.1.0,Unknown
192.168.124.27,DEVICE-192-168-124-27,10:57:5E:33:37:23,DCS,Honeywell,Model-4584,true,false,false,true,true,Role-Based,0,0,2025-11-05,68,R511.5,Proprietary
192.168.38.45,DEVICE-192-168-38-45,5D:1A:13:32:3A:4A,VFD,Schneider,VFD-848,true,true,false,false,true,Role-Based,2,1,2025-11-07,68,v20.19,Unknown
192.168.182.202,DEVICE-192-168-182-202,30:38:38:58:47:55,VFD,Emerson,VFD-674,true,true,false,false,true,Basic,2,0,2025-11-04,74,Unknown,Modbus TCP
192.168.227.164,,19:37:46:48:4A:42,IP_Camera,Generic,Unknown,true,true,false,false,false,Basic,2,1,2025-11-03,96,v4.5.2,Modbus TCP
192.168.166.65,DEVICE-192-168-166-65,1E:27:3C:D:1E:29,Analyzer,Siemens,Analyzer-872,true,true,false,true,false,Basic,1,0,2025-11-04,86,v5.0,BACnet
192.168.68.97,,2D:4F:12:25:48:47,VFD,Rosemount,VFD-510,true,false,false,false,true,Role-Based,0,0,2025-11-09,65,v14.3,Unknown
192.168.93.190,DEV-763,60:52:2A:19:25:59,Controller,GE,Model-7402,true,true,true,true,true,Basic,0,0,2025-11-07,91,v16.0,EtherNet/IP
192.168.25.118,DEVICE-192-168-25-118,2B:3F:3D:18:5C:14,VFD,Yokogawa,VFD-642,false,false,false,false,true,None,7,1,2025-11-04,77,v16.0,BACnet
192.168.215.184,Smar-8400,45:48:41:5C:42:61,Smart_Transmitter,Endress+Hauser,Smart_Transmitter-392,true,true,false,false,false,Basic,1,0,2025-11-03,69,v4.5.2,HART-IP
192.168.54.177,Swit-3539,19:2F:5E:12:54:2F,Switch,Generic,Unknown,true,true,false,false,true,Role-Based,1,0,2025-11-07,73,v4.5.2,Modbus TCP
192.168.96.14,,5F:5D:5F:24:C:37,Protocol_Converter,Schneider,Protocol_Converter-198,true,true,false,false,true,Role-Based,1,0,2025-11-09,72,v20.19,HART-IP
192.168.168.17,,33:48:4A:D:45:5F,IP_Camera,Siemens,IP_Camera-325,false,false,false,true,true,None,8,3,2025-11-08,91,R4.03,Modbus TCP
192.168.167.113,,56:20:3C:2D:2B:2B,Safety_Controller,Unknown,Unknown,false,false,false,false,true,None,5,3,2025-11-07,88,v16.0,Modbus TCP
192.168.236.27,,45:2E:D:45:38:A,Smart_Transmitter,ABB,Smart_Transmitter-163,true,true,false,false,true,Basic,2,1,2025-11-05,87,v5.0,Modbus TCP
192.168.36.15,DEVICE-192-168-36-15,3D:35:5F:5F:19:46,RTU,Yokogawa,Model-5155,true,true,true,true,true,Role-Based,0,0,2025-11-07,99,Unknown,Proprietary
192.168.150.111,DEV-572,29:1F:36:5D:48:25,Controller,Yokogawa,Model-5931,true,true,false,true,true,Basic,1,0,2025-11-08,61,v14.3,Profinet
192.168.117.40,DEVICE-192-168-117-40,45:59:62:18:12:40,Controller,Yokogawa,Model-9115,true,true,false,true,true,Basic,1,0,2025-11-08,99,Unknown,EtherNet/IP
192.168.45.224,DEVICE-192-168-45-224,27:A:15:58:48:4D,Analyzer,Endress+Hauser,Analyzer-698,true,true,false,false,true,Basic,0,0,2025-11-07,77,v14.3,Modbus TCP
192.168.97.240,DEVICE-192-168-97-240,2D:3B:46:F:4F:5D,IP_Camera,Endress+Hauser,IP_Camera-569,true,true,false,true,false,Basic,2,0,2025-11-07,98,v4.5.2,BACnet
192.168.181.71,DEVICE-192-168-181-71,54:27:5E:3B:44:20,Analyzer,Emerson,Analyzer-966,true,false,false,false,true,Role-Based,2,0,2025-11-06,68,v2.8.3,HART-IP
192.168.148.21,DEV-568,47:3A:4C:5C:26:54,SCADA,Yokogawa,Model-6349,true,true,true,true,true,Role-Based,2,1,2025-11-04,79,v3.1.0,Modbus TCP
192.168.21.192,VFD-2347,3F:62:4B:22:1A:E,VFD,Emerson,VFD-582,true,true,false,true,true,Basic,2,0,2025-11-03,82,v4.5.2,Unknown
192.168.216.234,IP_C-8059,19:5A:36:1B:5C:28,IP_Camera,Emerson,IP_Camera-729,true,true,false,true,false,Role-Based,3,0,2025-11-03,93,v4.5.2,Modbus TCP
192.168.123.142,Smar-5612,3E:1D:57:49:3E:1F,Smart_Transmitter,Siemens,Smart_Transmitter-154,true,false,false,false,true,Role-Based,1,0,2025-11-03,64,v16.0,Unknown
192.168.174.187,,3C:58:5F:14:18:48,Engineering_Workstation,Schneider,Model-4163,true,true,false,true,true,Role-Based,0,0,2025-11-06,81,R4.03,EtherNet/IP
192.168.128.247,DEVICE-192-168-128-247,4D:50:2B:44:11:25,Controller,Allen-Bradley,Model-7763,true,true,false,true,true,Role-Based,3,1,2025-11-06,99,v1.2.3,Proprietary
192.168.159.87,DEVICE-192-168-159-87,40:18:47:53:1F:3D,Safety_Controller,ABB,Safety_Controller-967,true,true,false,true,true,Basic,2,0,2025-11-07,69,v5.0,HART-IP
192.168.37.70,Safe-3216,33:54:34:26:18:62,Safety_Controller,Endress+Hauser,Safety_Controller-347,true,true,false,true,true,Role-Based,2,1,2025-11-07,82,v3.1.0,HART-IP
192.168.36.152,DEV-1055,52:B:2A:13:41:47,Controller,Emerson,Model-9234,true,true,false,true,false,Role-Based,1,0,2025-11-05,86,v21.11,Proprietary
192.168.108.90,,3E:1C:1D:59:19:5E,Controller,Allen-Bradley,Model-7635,true,true,false,true,false,Role-Based,1,0,2025-11-05,79,R4.03,Modbus TCP
192.168.245.20,DEVICE-192-168-245-20,46:E:37:15:1E:2E,VFD,ABB,VFD-571,false,false,false,false,true,None,12,4,2025-11-09,92,v21.11,HART-IP
192.168.125.161,DEVICE-192-168-125-161,58:5E:12:16:47:5F,Switch,Yokogawa,Switch-495,true,true,false,false,true,Role-Based,3,1,2025-11-04,61,v5.0,BACnet
192.168.133.187,,16:22:45:5E:5D:26,PLC,Generic,Unknown,true,true,false,true,true,Basic,1,0,2025-11-06,76,v3.1.0,Proprietary
192.168.159.34,DEVICE-192-168-159-34,19:54:3D:10:4F:56,Switch,Rosemount,Switch-164,true,true,false,false,false,Role-Based,0,0,2025-11-08,80,v5.0,HART-IP
192.168.233.124,Gate-8113,4F:45:4D:10:4B:19,Gateway,Siemens,Gateway-750,true,true,false,false,true,Role-Based,1,0,2025-11-08,68,v1.2.3,Modbus TCP
192.168.111.94,,5C:2C:C:30:41:5D,Gateway,Siemens,Gateway-156,true,false,false,true,false,Basic,0,0,2025-11-06,60,R511.5,Modbus TCP
192.168.238.171,DEVICE-192-168-238-171,4B:33:B:F:2F:43,VFD,Endress+Hauser,VFD-732,true,true,false,false,true,Role-Based,1,0,2025-11-09,67,R511.5,Unknown
192.168.246.126,,47:24:4C:51:55:62,Historian,Honeywell,Model-1019,true,true,true,true,false,Role-Based,1,0,2025-11-03,63,Unknown,Profinet
192.168.219.250,,27:1C:1E:5C:1B:1A,Safety_Controller,Yokogawa,Safety_Controller-936,false,false,false,false,true,None,3,1,2025-11-03,60,R511.5,Unknown
192.168.36.59,DEVICE-192-168-36-59,3C:60:30:15:50:29,IP_Camera,Emerson,IP_Camera-769,false,false,false,false,true,None,4,0,2025-11-06,75,Unknown,HART-IP
192.168.169.50,DEVICE-192-168-169-50,2D:2A:49:1B:45:44,Engineering_Workstation,Emerson,Model-6962,true,true,true,false,true,Role-Based,3,0,2025-11-05,98,v20.19,EtherNet/IP
192.168.58.35,VFD-3731,40:C:3D:61:46:46,VFD,Yokogawa,VFD-107,false,false,false,true,true,None,10,6,2025-11-09,82,v4.5.2,BACnet
192.168.76.57,,52:2E:47:A:61:23,Smart_Transmitter,Emerson,Smart_Transmitter-867,false,false,false,true,true,None,9,4,2025-11-05,74,v20.19,Modbus TCP
192.168.216.82,Swit-8280,36:17:26:37:D:33,Switch,Endress+Hauser,Switch-203,true,true,false,true,true,Basic,0,0,2025-11-05,79,v16.0,BACnet
192.168.79.134,DEV-308,5B:24:4C:17:47:5C,Engineering_Workstation,Unknown,Unknown,true,true,false,false,true,Role-Based,2,0,2025-11-05,79,v2.8.3,EtherNet/IP
192.168.131.23,Smar-4294,2B:18:45:33:24:23,Smart_Transmitter,ABB,Smart_Transmitter-992,true,true,false,false,true,Basic,1,0,2025-11-07,84,R511.5,HART-IP
192.168.243.37,,58:F:4E:30:63:50,Analyzer,ABB,Analyzer-898,true,true,false,true,false,Role-Based,2,1,2025-11-03,69,v14.3,Modbus TCP
192.168.53.161,Prot-6919,38:20:47:19:5B:32,Protocol_Converter,Generic,Unknown,true,true,false,false,true,Role-Based,0,0,2025-11-10,64,v5.0,HART-IP
192.168.95.222,Anal-1404,52:62:5D:47:37:25,Analyzer,Yokogawa,Analyzer-745,true,true,false,false,false,Role-Based,0,0,2025-11-07,86,v5.0,Modbus TCP
192.168.145.177,DEVICE-192-168-145-177,4B:3A:3B:1D:62:1B,Safety_Controller,Schneider,Safety_Controller-521,false,false,false,false,true,None,4,0,2025-11-05,95,v2.8.1,Modbus TCP
192.168.70.112,DEVICE-192-168-70-112,59:C:A:50:56:50,Protocol_Converter,ABB,Protocol_Converter-847,true,true,false,false,true,Role-Based,0,0,2025-11-10,89,v21.11,BACnet
192.168.167.236,Swit-7368,4E:60:27:1B:22:1B,Switch,Endress+Hauser,Switch-392,true,true,false,false,true,Basic,2,1,2025-11-04,80,R4.03,Modbus TCP
192.168.211.86,,3B:36:5A:32:53:31,Gateway,Rosemount,Gateway-492,true,true,true,true,false,Role-Based,2,1,2025-11-05,70,v3.1.0,Unknown
192.168.138.104,,F:2F:45:36:53:13,Gateway,Unknown,Unknown,true,true,false,false,true,Basic,1,0,2025-11-08,100,v16.0,BACnet
192.168.229.240,HMI-1034,63:5A:58:3E:2B:5F,HMI,Allen-Bradley,Model-4315,true,true,false,true,true,Basic,0,0,2025-11-08,95,v4.5.2,Profinet
192.168.96.19,Swit-4149,18:62:56:44:1A:52,Switch,Siemens,Switch-635,true,false,false,false,true,Role-Based,0,0,2025-11-04,85,v1.2.3,Modbus TCP
192.168.78.133,,11:55:2B:49:D:C,Protocol_Converter,Schneider,Protocol_Converter-615,true,true,false,false,true,Basic,3,1,2025-11-10,96,v1.2.3,HART-IP
192.168.97.118,DEVICE-192-168-97-118,3A:57:18:E:21:19,IP_Camera,Emerson,IP_Camera-129,false,false,false,false,false,None,5,1,2025-11-07,76,v21.11,HART-IP
192.168.169.36,Swit-8443,4E:1E:37:2A:E:48,Switch,Rosemount,Switch-724,true,true,false,false,false,Role-Based,0,0,2025-11-09,72,v3.1.0,Unknown
192.168.123.87,DEVICE-192-168-123-87,3D:10:53:4D:4B:20,Smart_Transmitter,Emerson,Smart_Transmitter-394,true,true,false,true,false,Role-Based,3,1,2025-11-04,80,R4.03,HART-IP
192.168.67.186,Gate-2715,58:57:47:59:42:41,Gateway,ABB,Gateway-641,true,true,false,true,true,Basic,0,0,2025-11-09,92,v20.19,Unknown
192.168.195.151,DEVICE-192-168-195-151,52:10:29:C:33:19,PLC,Schneider,Model-9545,true,true,true,false,true,Role-Based,2,0,2025-11-09,100,v14.3,EtherNet/IP
192.168.37.140,,10:53:16:50:3A:26,VFD,Yokogawa,VFD-211,false,false,false,true,true,None,10,1,2025-11-05,85,v21.11,HART-IP
192.168.136.115,,11:48:5A:18:60:62,IP_Camera,Rosemount,IP_Camera-189,true,true,false,false,true,Basic,3,0,2025-11-06,80,v5.0,HART-IP
192.168.147.61,,5D:56:3D:59:38:47,IP_Camera,Emerson,IP_Camera-752,true,true,false,true,true,Role-Based,3,0,2025-11-03,99,v3.1.0,HART-IP
192.168.147.162,,13:B:37:2D:4B:36,Switch,Schneider,Switch-868,true,true,false,false,true,Role-Based,0,0,2025-11-06,81,v21.11,BACnet
192.168.209.155,DEVICE-192-168-209-155,B:E:24:38:28:4C,Smart_Transmitter,Endress+Hauser,Smart_Transmitter-601,true,true,false,false,true,Role-Based,2,1,2025-11-08,74,R511.5,HART-IP
192.168.151.13,DCS-931,48:58:47:37:2C:34,DCS,Emerson,Model-6715,true,true,true,false,true,Role-Based,1,0,2025-11-08,95,Unknown,EtherNet/IP
192.168.181.146,Gate-3330,B:3A:4C:C:5D:16,Gateway,Yokogawa,Gateway-528,true,true,false,true,true,Basic,3,0,2025-11-06,88,v4.5.2,BACnet
192.168.193.160,,15:12:23:48:43:38,PLC,Yokogawa,Model-7432,true,true,true,true,true,Basic,1,0,2025-11-05,75,v1.2.3,Profinet
192.168.29.88,IP_C-8603,1E:50:60:34:4D:3A,IP_Camera,Schneider,IP_Camera-909,false,false,false,false,false,None,8,0,2025-11-03,74,v3.1.0,BACnet
192.168.17.14,DEV-284,51:14:51:33:1C:3C,Historian,Siemens,Model-1324,true,true,true,true,false,Basic,2,0,2025-11-06,68,v20.19,Profinet
192.168.60.139,,28:15:3B:27:C:23,Protocol_Converter,Siemens,Protocol_Converter-642,false,false,false,false,true,None,8,2,2025-11-07,86,v2.8.3,Modbus TCP
192.168.236.19,Smar-8665,3A:3F:42:38:36:1B,Smart_Transmitter,ABB,Smart_Transmitter-670,true,true,false,false,true,Basic,2,1,2025-11-07,76,v14.3,HART-IP
192.168.155.62,DEVICE-192-168-155-62,49:17:45:5F:2F:37,Switch,ABB,Switch-651,true,true,false,false,true,Role-Based,2,0,2025-11-09,67,Unknown,BACnet
192.168.132.219,VFD-5717,20:15:56:44:63:10,VFD,Siemens,VFD-341,true,true,false,false,false,Basic,3,1,2025-11-07,97,v2.8.3,Modbus TCP
192.168.222.227,DEVICE-192-168-222-227,24:5B:63:25:1A:C,IP_Camera,Rosemount,IP_Camera-885,true,true,true,false,false,Role-Based,3,0,2025-11-05,74,v5.0,BACnet
192.168.202.245,,53:54:56:37:45:17,Safety_Controller,Emerson,Safety_Controller-886,false,false,false,true,true,None,6,1,2025-11-10,90,R4.03,Modbus TCP
192.168.163.133,Prot-1692,24:63:42:5E:42:26,Protocol_Converter,Yokogawa,Protocol_Converter-307,true,true,false,false,true,Role-Based,1,0,2025-11-10,96,v3.1.0,Unknown
192.168.238.210,DEVICE-192-168-238-210,35:53:18:57:11:4E,IP_Camera,Endress+Hauser,IP_Camera-967,true,false,false,false,true,Basic,2,1,2025-11-06,81,R4.03,Modbus TCP
192.168.214.201,Smar-5707,3E:D:2E:18:3B:20,Smart_Transmitter,ABB,Smart_Transmitter-591,false,false,false,false,true,None,5,0,2025-11-10,84,R511.5,HART-IP
192.168.99.214,,10:63:A:5A:50:19,Safety_Controller,ABB,Safety_Controller-196,false,false,false,false,true,None,6,2,2025-11-08,64,v20.19,HART-IP
192.168.139.209,VFD-5391,48:B:E:21:33:43,VFD,Rosemount,VFD-465,true,true,false,false,true,Role-Based,1,0,2025-11-04,62,R4.03,HART-IP
192.168.48.154,DEVICE-192-168-48-154,50:21:15:E:50:5D,Controller,Generic,Unknown,true,true,true,true,true,Basic,1,0,2025-11-06,90,Unknown,Modbus TCP
192.168.196.78,Safe-6031,14:54:44:13:D:44,Safety_Controller,Rosemount,Safety_Controller-432,true,false,false,false,true,Role-Based,0,0,2025-11-09,99,v2.8.1,BACnet
192.168.183.57,VFD-2240,33:2A:22:1F:23:42,VFD,Endress+Hauser,VFD-536,false,false,false,false,false,None,9,4,2025-11-08,66,v21.11,BACnet
192.168.209.104,Gate-2692,15:18:51:2D:50:38,Gateway,Emerson,Gateway-134,true,false,false,false,false,Role-Based,0,0,2025-11-08,65,v5.0,Modbus TCP
192.168.250.81,DEVICE-192-168-250-81,4A:39:56:44:46:28,SCADA,Siemens,Model-4089,true,true,true,true,true,Role-Based,1,0,2025-11-08,77,v3.1.0,Proprietary
192.168.130.245,DEV-257,26:63:26:4B:A:2A,Controller,Allen-Bradley,Model-5057,true,true,false,false,true,Basic,0,0,2025-11-07,80,v1.2.3,Proprietary
192.168.237.81,,3F:52:46:5D:4B:21,PLC,Schneider,Model-6356,true,true,false,true,true,Role-Based,3,0,2025-11-04,80,R511.5,Modbus TCP
192.168.104.38,Gate-6601,23:4F:4D:54:3E:47,Gateway,Endress+Hauser,Gateway-319,true,true,false,false,true,Basic,3,0,2025-11-05,69,v20.19,BACnet
192.168.105.69,Smar-2987,D:58:5D:3B:55:4D,Smart_Transmitter,Schneider,Smart_Transmitter-207,false,false,false,false,true,None,7,1,2025-11-05,90,R511.5,HART-IP
192.168.198.19,Gate-2731,38:2C:5D:39:A:2A,Gateway,Siemens,Gateway-374,true,true,false,false,true,Role-Based,0,0,2025-11-03,86,R4.03,HART-IP
192.168.123.111,DEV-163,3A:31:1A:13:39:24,SCADA,ABB,Model-8578,true,true,false,true,true,Basic,1,0,2025-11-07,77,v16.0,Modbus TCP
192.168.129.199,DEVICE-192-168-129-199,51:26:15:D:4B:54,Protocol_Converter,ABB,Protocol_Converter-256,true,true,false,false,true,Basic,0,0,2025-11-04,89,v3.1.0,Unknown
192.168.155.38,,31:22:62:B:43:17,Safety_Controller,Schneider,Safety_Controller-857,true,true,false,true,false,Role-Based,2,0,2025-11-05,99,v1.2.3,BACnet
192.168.81.243,DCS-1036,33:57:2B:50:28:18,DCS,ABB,Model-6772,true,true,false,false,true,Role-Based,3,0,2025-11-07,94,v16.0,EtherNet/IP
192.168.218.28,DEVICE-192-168-218-28,3A:39:50:23:40:3E,Safety_Controller,Schneider,Safety_Controller-699,false,false,false,false,true,None,3,1,2025-11-03,96,v20.19,Modbus TCP
192.168.155.242,DEVICE-192-168-155-242,27:38:60:58:39:49,Analyzer,Unknown,Unknown,true,true,false,true,true,Basic,2,1,2025-11-09,71,v1.2.3,Unknown
192.168.219.235,IP_C-7667,5A:C:23:5B:46:2E,IP_Camera,Endress+Hauser,IP_Camera-605,false,false,false,true,false,None,8,4,2025-11-06,60,v4.5.2,Unknown
192.168.121.222,IP_C-3441,17:1A:24:19:22:10,IP_Camera,Rosemount,IP_Camera-460,true,true,false,false,true,Basic,3,0,2025-11-03,100,R511.5,Modbus TCP
192.168.43.231,,46:50:62:1D:50:27,Safety_Controller,Rosemount,Safety_Controller-912,true,true,false,false,true,Role-Based,1,0,2025-11-06,90,v16.0,Modbus TCP
192.168.204.63,DEV-1188,49:31:5F:20:43:55,SCADA,Honeywell,Model-8426,true,true,true,true,false,Basic,1,0,2025-11-06,62,v1.2.3,Proprietary
192.168.216.221,Safe-8075,B:11:2F:3E:1D:2C,Safety_Controller,Siemens,Safety_Controller-193,true,true,false,true,true,Role-Based,1,0,2025-11-09,76,v2.8.1,Modbus TCP
192.168.85.61,DEVICE-192-168-85-61,3D:1E:45:A:34:50,RTU,Yokogawa,Model-7984,true,true,true,true,false,Basic,1,0,2025-11-03,60,v1.2.3,Profinet
192.168.77.219,DEVICE-192-168-77-219,3A:54:35:46:5C:4D,DCS,Generic,Unknown,true,true,true,true,true,Role-Based,2,0,2025-11-07,89,v5.0,EtherNet/IP
192.168.231.38,IP_C-2693,41:3C:3B:26:2E:60,IP_Camera,Schneider,IP_Camera-648,true,true,false,false,true,Role-Based,1,0,2025-11-04,98,v1.2.3,HART-IP
192.168.61.127,DEVICE-192-168-61-127,22:1F:3C:11:21:42,Safety_Controller,Rosemount,Safety_Controller-209,true,true,false,false,true,Role-Based,1,0,2025-11-03,73,R511.5,Unknown
192.168.176.114,DCS-123,21:37:46:35:24:35,DCS,ABB,Model-3615,true,true,false,true,true,Basic,3,1,2025-11-07,97,v1.2.3,Proprietary
192.168.230.107,DEVICE-192-168-230-107,52:E:2E:48:27:61,Server,Honeywell,Model-1682,true,true,false,true,false,Role-Based,1,0,2025-11-05,95,v14.3,Profinet
192.168.159.20,HMI-019,5D:11:18:18:34:50,HMI,Emerson,Model-5308,true,true,false,true,true,Role-Based,2,1,2025-11-07,71,R511.5,Modbus TCP
192.168.19.181,Gate-7101,57:19:53:20:5D:33,Gateway,Rosemount,Gateway-694,true,true,false,false,true,Role-Based,0,0,2025-11-07,74,v2.8.3,HART-IP
192.168.57.201,,5F:28:55:13:5C:30,Gateway,Endress+Hauser,Gateway-565,true,true,true,false,false,Basic,0,0,2025-11-10,60,v5.0,HART-IP
