tag_id,plant,unit,device_type,ip_address,mac_address,protocol,vendor,model,firmware_version,last_seen,discovery_method,confidence_level,network_segment,criticality,is_managed,has_security_patches
"REF-008","Gulf Coast Refinery","Reformer Unit","PLC","192.168.81.142","ab:a2:1f:49:6a:f7","DNP3","Siemens","PLC-5992","3.9.68","2025-10-21T13:15:42.224Z","Protocol Analysis","93","VLAN-64","High","true","false"
"REF-009","Gulf Coast Refinery","Reformer Unit","HMI","192.168.122.233","c5:e9:25:ea:13:c4","DNP3","Schneider","HMI-4880","4.9.84","2025-10-20T17:05:29.848Z","Protocol Analysis","64","VLAN-24","Medium","false","true"
"REF-010","Gulf Coast Refinery","Reformer Unit","Safety PLC","192.168.67.17","72:9d:68:7a:85:25","OPC UA","Siemens","SafetyPLC-6976","4.8.9","2025-10-19T07:19:23.092Z","SNMP","80","VLAN-1","Low","true","true"
"REF-011","Gulf Coast Refinery","Reformer Unit","Flow Transmitter","192.168.222.111","0e:7a:4e:0a:24:e0","Modbus TCP","Schneider","FlowTransmitter-7628","1.6.39","2025-10-18T15:38:48.407Z","Protocol Analysis","87","VLAN-36","Medium","true","false"
"REF-012","Gulf Coast Refinery","Reformer Unit","Control Valve","192.168.15.27","1a:13:a7:4c:8b:6c","OPC UA","Siemens","ControlValve-4451","1.8.71","2025-10-22T05:49:06.406Z","Asset Inventory","89","VLAN-75","Critical","true","true"
"REF-013","Gulf Coast Refinery","Reformer Unit","Flow Transmitter","192.168.77.155","8c:c5:ca:a6:4e:d8","Ethernet/IP","Emerson","FlowTransmitter-5438","5.1.98","2025-10-22T18:27:07.947Z","Asset Inventory","93","VLAN-51","High","false","true"
"REF-014","Gulf Coast Refinery","Reformer Unit","Flow Transmitter","192.168.170.36","ee:1b:3d:28:98:bb","OPC UA","Rockwell","FlowTransmitter-6149","2.5.68","2025-10-19T08:27:23.181Z","Asset Inventory","83","VLAN-43","Critical","false","true"
"REF-015","Gulf Coast Refinery","Reformer Unit","Temperature Transmitter","192.168.14.252","38:4a:68:46:0b:18","DNP3","ABB","TemperatureTransmitter-6039","4.0.78","2025-10-19T01:47:42.442Z","Asset Inventory","82","VLAN-14","Critical","true","false"
"REF-016","Gulf Coast Refinery","Reformer Unit","Temperature Transmitter","192.168.225.176","be:92:84:25:cb:7a","Modbus TCP","Siemens","TemperatureTransmitter-3192","1.2.36","2025-10-23T16:40:29.979Z","Asset Inventory","93","VLAN-19","High","true","false"
"REF-017","Gulf Coast Refinery","Reformer Unit","Control Valve","192.168.15.10","d9:8f:87:bd:ef:9b","DNP3","Schneider","ControlValve-6067","2.8.18","2025-10-21T08:17:16.574Z","Network Scan","88","VLAN-18","Critical","true","false"
"REF-018","Gulf Coast Refinery","Reformer Unit","PLC","192.168.113.3","e6:70:ae:92:22:84","DNP3","Rockwell","PLC-4806","2.2.58","2025-10-21T04:32:49.788Z","Protocol Analysis","67","VLAN-68","Medium","false","true"
"REF-019","Gulf Coast Refinery","Reformer Unit","Motor Starter","192.168.241.58","0e:26:68:fd:a1:a3","Profinet","Siemens","MotorStarter-3708","4.2.35","2025-10-21T09:11:32.180Z","SNMP","73","VLAN-100","High","false","true"
"REF-020","Gulf Coast Refinery","Reformer Unit","Flow Transmitter","192.168.34.3","e4:90:bb:b9:1a:9c","Profinet","ABB","FlowTransmitter-3811","2.2.89","2025-10-23T20:43:35.195Z","Protocol Analysis","98","VLAN-60","Medium","true","true"
"REF-021","Gulf Coast Refinery","Reformer Unit","Safety PLC","192.168.254.201","a1:1b:d2:cb:32:f3","OPC UA","Rockwell","SafetyPLC-5294","2.0.97","2025-10-21T02:19:33.504Z","Asset Inventory","63","VLAN-4","Medium","true","false"
"REF-022","Gulf Coast Refinery","Reformer Unit","Flow Transmitter","192.168.114.152","56:3a:6c:fa:9b:12","Profinet","Honeywell","FlowTransmitter-8577","1.0.44","2025-10-20T11:49:51.261Z","Protocol Analysis","90","VLAN-17","Medium","true","true"
"REF-023","Gulf Coast Refinery","Reformer Unit","Flow Transmitter","192.168.45.179","5a:f9:38:b8:98:97","Profinet","Schneider","FlowTransmitter-5527","2.3.27","2025-10-19T13:29:55.403Z","Asset Inventory","96","VLAN-96","High","true","false"
"REF-024","Gulf Coast Refinery","Reformer Unit","Motor Starter","192.168.12.89","40:d4:87:ec:c0:21","DNP3","Honeywell","MotorStarter-8636","5.9.56","2025-10-21T06:02:15.131Z","Network Scan","79","VLAN-78","Low","true","true"
"REF-025","Gulf Coast Refinery","Reformer Unit","Temperature Transmitter","192.168.151.13","52:d4:65:e6:91:bb","DNP3","Siemens","TemperatureTransmitter-7878","4.5.86","2025-10-23T08:24:34.633Z","Protocol Analysis","66","VLAN-95","Low","false","true"
"REF-026","Gulf Coast Refinery","Reformer Unit","HMI","192.168.175.248","84:35:48:a4:71:fd","OPC UA","Rockwell","HMI-8905","4.8.10","2025-10-23T02:12:09.982Z","Protocol Analysis","97","VLAN-88","Critical","true","false"
"ALK-001","Gulf Coast Refinery","Alkylation Unit","HMI","192.168.130.177","af:da:a4:5b:9e:0c","Ethernet/IP","Schneider","HMI-6050","1.5.3","2025-10-23T07:37:08.845Z","Network Scan","81","VLAN-76","Critical","false","true"
"ALK-002","Gulf Coast Refinery","Alkylation Unit","RTU","192.168.239.225","66:ca:19:57:a3:42","DNP3","Honeywell","RTU-4238","5.0.53","2025-10-22T16:03:10.554Z","Network Scan","99","VLAN-26","Medium","true","true"
"ALK-003","Gulf Coast Refinery","Alkylation Unit","Control Valve","192.168.219.233","8e:a0:c6:9d:1a:d5","DNP3","Emerson","ControlValve-3636","5.2.8","2025-10-19T04:25:22.913Z","Network Scan","94","VLAN-78","Critical","true","true"
"ALK-004","Gulf Coast Refinery","Alkylation Unit","Safety PLC","192.168.86.182","83:ac:98:1a:6f:c9","Ethernet/IP","Siemens","SafetyPLC-4614","1.4.12","2025-10-20T03:08:09.220Z","Network Scan","90","VLAN-29","Medium","true","false"
"ALK-005","Gulf Coast Refinery","Alkylation Unit","PLC","192.168.16.118","3f:01:45:7e:bf:e7","DNP3","Emerson","PLC-8835","5.7.16","2025-10-19T10:08:58.894Z","SNMP","94","VLAN-30","Medium","true","false"
"ALK-006","Gulf Coast Refinery","Alkylation Unit","RTU","192.168.123.131","0b:3f:11:c2:02:78","Modbus TCP","Emerson","RTU-7846","5.0.45","2025-10-17T18:28:05.187Z","Asset Inventory","68","VLAN-42","High","true","false"
"ALK-007","Gulf Coast Refinery","Alkylation Unit","Flow Transmitter","192.168.18.109","40:1d:25:82:cb:e7","Ethernet/IP","ABB","FlowTransmitter-5611","3.0.60","2025-10-20T19:04:29.666Z","Asset Inventory","96","VLAN-36","High","false","false"
"ALK-008","Gulf Coast Refinery","Alkylation Unit","PLC","192.168.172.197","d0:55:3f:bb:c3:49","Modbus TCP","ABB","PLC-4937","1.2.44","2025-10-21T07:04:39.221Z","Asset Inventory","80","VLAN-64","Low","true","true"
"ALK-009","Gulf Coast Refinery","Alkylation Unit","Control Valve","192.168.164.133","e2:df:82:a0:67:e3","OPC UA","ABB","ControlValve-4520","5.4.91","2025-10-22T17:18:06.785Z","Protocol Analysis","93","VLAN-10","Low","false","true"
"ALK-010","Gulf Coast Refinery","Alkylation Unit","Safety PLC","192.168.176.112","ed:c6:da:28:a4:c4","DNP3","ABB","SafetyPLC-2734","4.5.47","2025-10-20T19:35:22.842Z","Network Scan","92","VLAN-79","Medium","true","true"
"ALK-011","Gulf Coast Refinery","Alkylation Unit","Motor Starter","192.168.113.216","db:ec:a3:dd:ac:12","DNP3","Rockwell","MotorStarter-6656","4.5.54","2025-10-17T20:35:42.238Z","SNMP","98","VLAN-78","Low","true","false"
"ALK-012","Gulf Coast Refinery","Alkylation Unit","PLC","192.168.121.125","f1:32:6c:c1:a4:69","Profinet","ABB","PLC-9616","3.7.59","2025-10-19T20:44:51.251Z","Network Scan","84","VLAN-71","Low","true","true"
"ALK-013","Gulf Coast Refinery","Alkylation Unit","RTU","192.168.89.45","55:0f:af:3b:30:e9","DNP3","ABB","RTU-5773","1.8.5","2025-10-22T09:48:32.429Z","SNMP","68","VLAN-71","Critical","false","true"
"ALK-014","Gulf Coast Refinery","Alkylation Unit","PLC","192.168.71.55","1d:17:68:54:92:db","DNP3","Emerson","PLC-4747","5.0.81","2025-10-21T06:15:41.306Z","SNMP","72","VLAN-52","Low","true","false"
"ALK-015","Gulf Coast Refinery","Alkylation Unit","Safety PLC","192.168.116.162","cf:e9:ab:18:ca:52","Profinet","Rockwell","SafetyPLC-4689","5.5.76","2025-10-21T04:52:59.573Z","Network Scan","93","VLAN-12","Low","true","false"
"ALK-016","Gulf Coast Refinery","Alkylation Unit","PLC","192.168.51.17","19:18:af:b7:61:bd","DNP3","ABB","PLC-3855","4.9.83","2025-10-21T03:16:43.534Z","Protocol Analysis","72","VLAN-23","Medium","true","true"
"ALK-017","Gulf Coast Refinery","Alkylation Unit","Motor Starter","192.168.170.243","e4:2e:0a:6a:7c:b4","OPC UA","Schneider","MotorStarter-8708","4.6.5","2025-10-21T13:42:36.303Z","Asset Inventory","72","VLAN-20","Medium","true","false"
"ALK-018","Gulf Coast Refinery","Alkylation Unit","Pressure Transmitter","192.168.51.20","a8:b6:41:f5:cc:21","Modbus TCP","Siemens","PressureTransmitter-9036","4.9.82","2025-10-23T08:35:24.912Z","Asset Inventory","62","VLAN-92","High","true","false"
"ALK-019","Gulf Coast Refinery","Alkylation Unit","PLC","192.168.241.195","21:7d:8b:7d:96:e7","Ethernet/IP","Siemens","PLC-1955","1.2.17","2025-10-23T02:08:49.092Z","Network Scan","72","VLAN-64","Medium","true","true"
"ALK-020","Gulf Coast Refinery","Alkylation Unit","PLC","192.168.240.42","6c:38:10:81:99:92","Profinet","Rockwell","PLC-5457","2.0.6","2025-10-23T20:12:43.458Z","Network Scan","87","VLAN-91","High","true","true"
"CRU-001","Baytown Refinery","Crude Distillation Unit (CDU)","Safety PLC","192.168.179.160","04:2b:01:c5:be:27","DNP3","Rockwell","SafetyPLC-2391","2.3.30","2025-10-19T22:57:34.249Z","Protocol Analysis","71","VLAN-90","Low","true","false"
"CRU-002","Baytown Refinery","Crude Distillation Unit (CDU)","Motor Starter","192.168.175.63","76:a0:18:20:4d:aa","Ethernet/IP","Honeywell","MotorStarter-6143","5.6.20","2025-10-18T10:51:26.988Z","Asset Inventory","61","VLAN-26","Medium","true","false"
"CRU-003","Baytown Refinery","Crude Distillation Unit (CDU)","Control Valve","192.168.174.211","89:3c:eb:a4:80:95","DNP3","Rockwell","ControlValve-3120","3.1.47","2025-10-18T10:24:30.109Z","SNMP","61","VLAN-65","Low","false","false"
"CRU-004","Baytown Refinery","Crude Distillation Unit (CDU)","Temperature Transmitter","192.168.241.240","8f:cc:69:01:3d:24","Modbus TCP","ABB","TemperatureTransmitter-8502","5.8.6","2025-10-20T03:18:12.278Z","SNMP","77","VLAN-48","High","true","true"
"CRU-005","Baytown Refinery","Crude Distillation Unit (CDU)","Control Valve","192.168.251.158","74:a2:79:75:d0:c1","Ethernet/IP","Rockwell","ControlValve-2671","3.7.91","2025-10-23T12:43:27.625Z","SNMP","68","VLAN-89","Medium","false","false"
"CRU-006","Baytown Refinery","Crude Distillation Unit (CDU)","HMI","192.168.45.214","9c:01:32:c0:85:ff","Ethernet/IP","ABB","HMI-5805","5.9.62","2025-10-21T04:24:19.675Z","SNMP","81","VLAN-43","Critical","true","false"
"CRU-007","Baytown Refinery","Crude Distillation Unit (CDU)","DCS","192.168.132.195","04:c6:9f:1d:b4:b1","Profinet","Honeywell","DCS-4106","4.6.63","2025-10-21T01:53:10.160Z","Asset Inventory","82","VLAN-65","Low","true","false"
"CRU-008","Baytown Refinery","Crude Distillation Unit (CDU)","Safety PLC","192.168.238.135","c9:8c:17:8d:06:6b","DNP3","Schneider","SafetyPLC-5576","2.7.76","2025-10-21T02:29:27.798Z","Protocol Analysis","81","VLAN-46","Low","false","true"
"CRU-009","Baytown Refinery","Crude Distillation Unit (CDU)","Temperature Transmitter","192.168.148.224","ac:27:d8:ab:4c:f2","Ethernet/IP","Schneider","TemperatureTransmitter-2408","2.4.68","2025-10-19T07:05:00.441Z","Protocol Analysis","62","VLAN-5","Low","true","false"
"CRU-010","Baytown Refinery","Crude Distillation Unit (CDU)","Flow Transmitter","192.168.241.231","d5:44:05:d1:e6:4f","OPC UA","Emerson","FlowTransmitter-1094","3.0.51","2025-10-23T11:47:10.227Z","Network Scan","60","VLAN-14","Critical","true","true"
"CRU-011","Baytown Refinery","Crude Distillation Unit (CDU)","Temperature Transmitter","192.168.197.72","ee:f0:c9:51:b5:cc","Profinet","Honeywell","TemperatureTransmitter-9021","2.8.78","2025-10-19T05:05:14.113Z","SNMP","97","VLAN-6","High","true","true"
"CRU-012","Baytown Refinery","Crude Distillation Unit (CDU)","Pressure Transmitter","192.168.20.253","51:02:84:c3:6c:1a","Ethernet/IP","Schneider","PressureTransmitter-1222","1.7.90","2025-10-22T07:29:40.774Z","SNMP","71","VLAN-11","Critical","false","true"
"CRU-013","Baytown Refinery","Crude Distillation Unit (CDU)","DCS","192.168.68.190","0d:d5:14:22:b7:e7","Modbus TCP","Rockwell","DCS-5965","5.0.36","2025-10-23T02:57:50.531Z","Network Scan","61","VLAN-73","Medium","false","true"
"CRU-014","Baytown Refinery","Crude Distillation Unit (CDU)","RTU","192.168.29.144","43:52:81:73:4e:72","OPC UA","ABB","RTU-9041","5.4.39","2025-10-18T22:30:49.391Z","Asset Inventory","75","VLAN-56","Critical","true","false"
"CRU-015","Baytown Refinery","Crude Distillation Unit (CDU)","PLC","192.168.130.245","a6:71:b7:1c:4e:04","Ethernet/IP","Emerson","PLC-4322","4.6.31","2025-10-24T13:27:43.979Z","Protocol Analysis","73","VLAN-94","High","true","true"
"CRU-016","Baytown Refinery","Crude Distillation Unit (CDU)","PLC","192.168.51.184","43:5c:93:e5:85:89","OPC UA","ABB","PLC-5685","4.2.14","2025-10-18T17:25:32.446Z","Network Scan","61","VLAN-80","High","true","true"
"CRU-017","Baytown Refinery","Crude Distillation Unit (CDU)","Flow Transmitter","192.168.240.67","cb:c3:02:7f:33:e1","DNP3","Siemens","FlowTransmitter-8121","1.3.3","2025-10-23T22:15:34.141Z","Network Scan","96","VLAN-67","Low","true","false"
"CRU-018","Baytown Refinery","Crude Distillation Unit (CDU)","Motor Starter","192.168.168.188","66:6b:96:d2:8e:04","Modbus TCP","Schneider","MotorStarter-2950","1.1.68","2025-10-18T12:19:16.844Z","Protocol Analysis","92","VLAN-97","Critical","false","false"
"CRU-019","Baytown Refinery","Crude Distillation Unit (CDU)","Flow Transmitter","192.168.237.113","1e:12:55:71:16:53","Ethernet/IP","Siemens","FlowTransmitter-1482","4.6.19","2025-10-18T15:39:06.046Z","Protocol Analysis","84","VLAN-52","Medium","true","false"
"CRU-020","Baytown Refinery","Crude Distillation Unit (CDU)","PLC","192.168.166.153","ba:c3:71:92:cc:99","Ethernet/IP","Emerson","PLC-6628","5.7.65","2025-10-22T07:15:27.699Z","SNMP","74","VLAN-31","Low","true","true"
"CRU-021","Baytown Refinery","Crude Distillation Unit (CDU)","Temperature Transmitter","192.168.99.5","7f:ff:9c:90:a0:b4","Ethernet/IP","Siemens","TemperatureTransmitter-2711","2.9.5","2025-10-23T04:43:14.488Z","SNMP","67","VLAN-46","High","true","false"
"CRU-022","Baytown Refinery","Crude Distillation Unit (CDU)","Temperature Transmitter","192.168.207.39","77:6c:92:47:1c:84","Modbus TCP","Rockwell","TemperatureTransmitter-2140","2.1.22","2025-10-19T20:07:06.168Z","Protocol Analysis","68","VLAN-54","High","false","true"
"CRU-023","Baytown Refinery","Crude Distillation Unit (CDU)","Temperature Transmitter","192.168.172.236","bd:cc:bd:ca:5d:b0","DNP3","Honeywell","TemperatureTransmitter-2654","2.2.43","2025-10-24T00:50:39.817Z","Protocol Analysis","67","VLAN-54","Low","true","false"
"CRU-024","Baytown Refinery","Crude Distillation Unit (CDU)","Pressure Transmitter","192.168.179.231","d7:07:ce:59:d8:18","Profinet","ABB","PressureTransmitter-2255","2.0.1","2025-10-21T12:17:30.515Z","Asset Inventory","80","VLAN-41","High","true","true"
"CRU-025","Baytown Refinery","Crude Distillation Unit (CDU)","PLC","192.168.108.173","a8:e4:10:34:b1:8f","DNP3","ABB","PLC-5051","5.0.33","2025-10-21T11:10:12.546Z","Network Scan","60","VLAN-96","Medium","true","true"
"CRU-026","Baytown Refinery","Crude Distillation Unit (CDU)","DCS","192.168.171.103","a4:ae:c3:60:1e:45","Ethernet/IP","Honeywell","DCS-2656","2.1.15","2025-10-24T09:26:57.145Z","SNMP","86","VLAN-63","Medium","true","false"
"CRU-027","Baytown Refinery","Crude Distillation Unit (CDU)","Safety PLC","192.168.131.77","49:13:de:99:d4:52","DNP3","Emerson","SafetyPLC-4545","5.1.67","2025-10-17T23:10:11.085Z","Network Scan","79","VLAN-74","Medium","false","true"
"CRU-028","Baytown Refinery","Crude Distillation Unit (CDU)","DCS","192.168.29.194","4d:bb:00:70:98:a7","Modbus TCP","Schneider","DCS-2320","5.0.30","2025-10-23T16:51:06.298Z","SNMP","61","VLAN-23","Medium","false","false"
"CRU-029","Baytown Refinery","Crude Distillation Unit (CDU)","Pressure Transmitter","192.168.96.136","74:28:98:8f:c8:e3","Ethernet/IP","Honeywell","PressureTransmitter-3451","5.4.73","2025-10-17T23:26:41.945Z","SNMP","73","VLAN-60","High","false","true"
"CRU-030","Baytown Refinery","Crude Distillation Unit (CDU)","Temperature Transmitter","192.168.124.90","90:b2:89:28:8a:ba","DNP3","Rockwell","TemperatureTransmitter-4754","3.9.61","2025-10-23T07:40:59.877Z","Network Scan","68","VLAN-53","High","false","false"
"CRU-031","Baytown Refinery","Crude Distillation Unit (CDU)","HMI","192.168.115.237","c7:12:c0:10:1d:3c","Profinet","Emerson","HMI-2742","1.5.26","2025-10-21T22:02:08.085Z","Asset Inventory","81","VLAN-48","High","true","true"
"CRU-032","Baytown Refinery","Crude Distillation Unit (CDU)","RTU","192.168.42.243","07:d3:26:60:49:a7","OPC UA","Rockwell","RTU-3443","4.9.36","2025-10-18T00:56:09.763Z","Asset Inventory","78","VLAN-97","Medium","false","true"
"FLU-001","Baytown Refinery","Fluid Catalytic Cracking (FCC)","Safety PLC","192.168.58.42","37:69:44:3c:a5:14","Profinet","Honeywell","SafetyPLC-1715","2.1.33","2025-10-21T20:30:29.662Z","Asset Inventory","69","VLAN-55","High","true","true"
"FLU-002","Baytown Refinery","Fluid Catalytic Cracking (FCC)","Safety PLC","192.168.75.94","39:3c:20:b6:54:56","OPC UA","Emerson","SafetyPLC-3537","5.4.56","2025-10-19T08:37:13.934Z","Network Scan","62","VLAN-22","High","true","true"
"FLU-003","Baytown Refinery","Fluid Catalytic Cracking (FCC)","Pressure Transmitter","192.168.224.148","f6:61:7b:b2:37:09","OPC UA","ABB","PressureTransmitter-3962","5.4.99","2025-10-24T06:43:17.971Z","Network Scan","84","VLAN-87","High","true","true"
"FLU-004","Baytown Refinery","Fluid Catalytic Cracking (FCC)","Control Valve","192.168.71.222","d9:3a:21:e6:da:d9","Modbus TCP","Schneider","ControlValve-8749","1.9.79","2025-10-20T02:54:37.855Z","Asset Inventory","98","VLAN-27","High","true","false"
"FLU-005","Baytown Refinery","Fluid Catalytic Cracking (FCC)","DCS","192.168.14.178","e0:7f:c1:4d:0f:2d","Modbus TCP","Honeywell","DCS-6049","5.5.66","2025-10-24T14:55:18.049Z","Asset Inventory","83","VLAN-47","High","true","true"
"FLU-006","Baytown Refinery","Fluid Catalytic Cracking (FCC)","Control Valve","192.168.236.16","4f:ac:2b:2b:ea:09","Modbus TCP","Siemens","ControlValve-9664","5.1.36","2025-10-19T08:53:07.260Z","Asset Inventory","64","VLAN-47","Medium","true","true"
"FLU-007","Baytown Refinery","Fluid Catalytic Cracking (FCC)","Temperature Transmitter","192.168.89.161","69:e8:59:b4:e5:f1","Profinet","ABB","TemperatureTransmitter-2226","5.7.69","2025-10-20T01:20:30.862Z","Protocol Analysis","61","VLAN-64","Low","true","true"
"FLU-008","Baytown Refinery","Fluid Catalytic Cracking (FCC)","Safety PLC","192.168.208.180","61:cc:b8:34:0d:91","DNP3","Siemens","SafetyPLC-8795","5.2.13","2025-10-20T16:26:35.333Z","Protocol Analysis","99","VLAN-22","High","true","false"
"FLU-009","Baytown Refinery","Fluid Catalytic Cracking (FCC)","DCS","192.168.59.228","74:5f:9a:11:93:b2","OPC UA","Emerson","DCS-4744","1.3.16","2025-10-18T01:43:02.351Z","SNMP","76","VLAN-33","Critical","true","true"
"FLU-010","Baytown Refinery","Fluid Catalytic Cracking (FCC)","Temperature Transmitter","192.168.120.122","2c:4b:b9:6c:da:2c","DNP3","Siemens","TemperatureTransmitter-8594","1.1.34","2025-10-21T22:46:20.744Z","Asset Inventory","60","VLAN-31","Critical","true","true"
"FLU-011","Baytown Refinery","Fluid Catalytic Cracking (FCC)","Control Valve","192.168.106.112","ba:46:da:0b:84:11","Ethernet/IP","Rockwell","ControlValve-5794","2.0.25","2025-10-23T20:10:54.285Z","SNMP","66","VLAN-88","High","false","true"
"FLU-012","Baytown Refinery","Fluid Catalytic Cracking (FCC)","DCS","192.168.253.191","79:03:9a:a9:42:6f","Profinet","Schneider","DCS-6796","5.7.22","2025-10-19T18:40:13.611Z","Protocol Analysis","71","VLAN-6","Medium","true","true"
"FLU-013","Baytown Refinery","Fluid Catalytic Cracking (FCC)","Motor Starter","192.168.248.240","1b:16:e4:54:29:f2","Modbus TCP","Emerson","MotorStarter-6781","1.7.28","2025-10-23T10:30:15.463Z","Network Scan","96","VLAN-62","Critical","true","false"
"FLU-014","Baytown Refinery","Fluid Catalytic Cracking (FCC)","RTU","192.168.146.6","07:6c:c1:0a:fb:f4","DNP3","Rockwell","RTU-4067","2.6.53","2025-10-20T09:54:38.036Z","Protocol Analysis","83","VLAN-19","Critical","true","true"
"FLU-015","Baytown Refinery","Fluid Catalytic Cracking (FCC)","PLC","192.168.73.24","f5:38:2b:cc:3b:a2","OPC UA","Emerson","PLC-9134","1.5.75","2025-10-20T05:40:56.377Z","Protocol Analysis","67","VLAN-78","Critical","true","true"
"FLU-016","Baytown Refinery","Fluid Catalytic Cracking (FCC)","HMI","192.168.216.236","6f:be:ab:64:48:d3","DNP3","Honeywell","HMI-2388","2.8.43","2025-10-23T11:26:30.520Z","Protocol Analysis","60","VLAN-49","Low","true","true"
"FLU-017","Baytown Refinery","Fluid Catalytic Cracking (FCC)","Temperature Transmitter","192.168.198.73","fd:0c:92:f0:33:d3","DNP3","Rockwell","TemperatureTransmitter-6212","4.8.33","2025-10-23T11:07:25.962Z","Protocol Analysis","64","VLAN-1","Low","true","false"
"FLU-018","Baytown Refinery","Fluid Catalytic Cracking (FCC)","Control Valve","192.168.179.35","cc:58:3c:04:38:29","OPC UA","Schneider","ControlValve-2018","2.2.30","2025-10-20T00:56:32.584Z","Network Scan","98","VLAN-8","Low","true","false"
"FLU-019","Baytown Refinery","Fluid Catalytic Cracking (FCC)","PLC","192.168.130.249","b7:f2:d8:da:12:9c","Profinet","Emerson","PLC-5830","1.9.30","2025-10-18T10:33:12.626Z","Protocol Analysis","72","VLAN-44","Critical","true","true"
"FLU-020","Baytown Refinery","Fluid Catalytic Cracking (FCC)","Safety PLC","192.168.96.27","ae:de:4e:b8:84:ea","DNP3","Honeywell","SafetyPLC-1529","3.0.17","2025-10-19T17:00:15.265Z","Protocol Analysis","76","VLAN-65","Critical","false","true"
"FLU-021","Baytown Refinery","Fluid Catalytic Cracking (FCC)","RTU","192.168.69.221","c5:08:8e:dd:09:1f","OPC UA","ABB","RTU-6845","4.6.34","2025-10-20T10:10:54.557Z","SNMP","68","VLAN-45","Low","true","false"
"FLU-022","Baytown Refinery","Fluid Catalytic Cracking (FCC)","Safety PLC","192.168.94.51","ed:3a:3f:e8:5c:4a","DNP3","Rockwell","SafetyPLC-9386","1.7.61","2025-10-21T13:18:14.772Z","Network Scan","67","VLAN-99","High","true","true"
"FLU-023","Baytown Refinery","Fluid Catalytic Cracking (FCC)","DCS","192.168.110.245","7e:4b:25:5f:4b:f9","DNP3","Emerson","DCS-7441","4.1.41","2025-10-18T11:32:47.568Z","SNMP","83","VLAN-26","Critical","false","true"
"FLU-024","Baytown Refinery","Fluid Catalytic Cracking (FCC)","DCS","192.168.245.119","43:c0:ff:15:25:61","DNP3","Emerson","DCS-2245","2.0.1","2025-10-21T10:30:03.456Z","Protocol Analysis","65","VLAN-39","High","true","true"
"FLU-025","Baytown Refinery","Fluid Catalytic Cracking (FCC)","RTU","192.168.135.137","fa:1f:83:7a:2d:23","Ethernet/IP","Honeywell","RTU-4170","3.9.80","2025-10-22T21:37:27.391Z","SNMP","93","VLAN-74","High","true","true"
"FLU-026","Baytown Refinery","Fluid Catalytic Cracking (FCC)","DCS","192.168.105.74","44:1e:29:7c:c7:f1","Modbus TCP","Rockwell","DCS-9056","1.4.11","2025-10-17T23:57:01.725Z","SNMP","86","VLAN-15","Medium","true","false"
"FLU-027","Baytown Refinery","Fluid Catalytic Cracking (FCC)","Temperature Transmitter","192.168.130.248","a3:b6:63:2e:9c:1e","DNP3","Siemens","TemperatureTransmitter-8706","4.4.1","2025-10-20T14:49:31.031Z","Network Scan","73","VLAN-52","Low","false","true"
"FLU-028","Baytown Refinery","Fluid Catalytic Cracking (FCC)","HMI","192.168.43.225","8e:e7:b2:a1:3d:48","Modbus TCP","Honeywell","HMI-4504","1.6.86","2025-10-23T04:29:02.475Z","Asset Inventory","64","VLAN-20","Critical","true","false"
"FLU-029","Baytown Refinery","Fluid Catalytic Cracking (FCC)","PLC","192.168.205.134","9f:05:e6:e3:27:bf","OPC UA","Emerson","PLC-2966","1.0.38","2025-10-21T13:06:42.150Z","Asset Inventory","97","VLAN-49","Medium","true","true"
"FLU-030","Baytown Refinery","Fluid Catalytic Cracking (FCC)","Safety PLC","192.168.208.14","07:80:f8:b4:05:89","Profinet","Schneider","SafetyPLC-2645","3.4.49","2025-10-22T16:08:47.065Z","SNMP","93","VLAN-98","Critical","true","true"
"FLU-031","Baytown Refinery","Fluid Catalytic Cracking (FCC)","Pressure Transmitter","192.168.31.118","7d:74:53:db:53:7d","Ethernet/IP","Schneider","PressureTransmitter-5378","2.7.64","2025-10-18T19:07:09.975Z","Protocol Analysis","70","VLAN-39","High","true","true"
"FLU-032","Baytown Refinery","Fluid Catalytic Cracking (FCC)","DCS","192.168.176.118","e9:2c:0c:67:1a:1d","OPC UA","ABB","DCS-8983","5.1.22","2025-10-19T13:52:42.674Z","Asset Inventory","72","VLAN-84","Medium","true","false"
"FLU-033","Baytown Refinery","Fluid Catalytic Cracking (FCC)","DCS","192.168.246.36","24:5d:00:83:68:f8","Ethernet/IP","Schneider","DCS-9912","4.9.99","2025-10-22T14:56:27.720Z","Asset Inventory","93","VLAN-91","High","false","false"
"FLU-034","Baytown Refinery","Fluid Catalytic Cracking (FCC)","Temperature Transmitter","192.168.4.207","d5:b6:68:a1:91:dc","Ethernet/IP","ABB","TemperatureTransmitter-5083","5.0.13","2025-10-20T01:45:44.846Z","Protocol Analysis","79","VLAN-40","Critical","false","false"
"FLU-035","Baytown Refinery","Fluid Catalytic Cracking (FCC)","HMI","192.168.235.45","c0:c5:08:09:86:d0","Modbus TCP","Emerson","HMI-3281","1.0.26","2025-10-18T00:46:41.675Z","Network Scan","78","VLAN-26","Low","true","true"
"FLU-036","Baytown Refinery","Fluid Catalytic Cracking (FCC)","PLC","192.168.187.18","ad:8e:27:c8:3f:89","Ethernet/IP","Honeywell","PLC-5980","1.6.17","2025-10-18T13:18:28.666Z","Asset Inventory","95","VLAN-69","Medium","true","true"
