tag_id,discovered_ip,mac_address,hostname,device_type,vendor,model,firmware_version,protocol,network_segment,first_seen,last_seen,discovery_method,confidence,open_ports,vulnerabilities,cve_ids,os_family,is_managed,last_patch_date,risk_score
API-RSA-0261,172.16.11.7,16:c0:2a:ab:76:5e,API-RSA-batch-controller,Batch Controller,Endress+Hauser,END-BatchController-4257,4.7.25,IEC 61850,VLAN-100,2025-08-21T06:07:04.888Z,2026-01-07T11:20:36.965Z,SNMP,93,"502,102",0,,QNX,false,2025-03-13,81
API-RSA-0262,172.16.11.8,2e:51:04:fa:df:49,API-RSA-plc,PLC,ABB,ABB-PLC-4618,5.2.25,Ethernet/IP,VLAN-100,2025-09-14T01:44:55.219Z,2026-01-07T15:33:29.486Z,Passive Monitoring,70,"502,102,44818",2,CVE-2023-13420,QNX,false,2025-09-07,88
API-RSA-0263,172.16.11.9,d9:1c:8c:c9:e4:eb,API-RSA-particle-counter,Particle Counter,Sartorius,SAR-ParticleCounter-5657,2.9.7,Foundation Fieldbus,VLAN-100,2025-10-05T14:21:44.325Z,2026-01-02T08:35:55.763Z,Active Probe,95,"80,443,22,161,502",4,CVE-2022-49673,,true,2025-02-20,58
API-RSA-0264,172.16.11.10,6e:8e:b6:2e:e7:3b,API-RSA-weight-scale,Weight Scale,ABB,ABB-WeightScale-1119,3.4.89,Profibus,VLAN-100,2025-08-11T19:39:00.564Z,2026-01-05T18:14:18.668Z,Protocol Analysis,86,"80,443",6,CVE-2020-24823;CVE-2022-12371,,true,2025-01-12,65
API-RSA-0265,172.16.11.11,ff:1e:70:a5:e0:46,API-RSA-serialization-camera,Serialization Camera,Endress+Hauser,END-SerializationCamera-9461,1.2.87,Modbus,VLAN-100,2025-08-30T03:57:43.911Z,2026-01-06T12:51:43.403Z,Protocol Analysis,98,80,1,CVE-2023-43705,,true,2025-05-16,65
API-RSA-0267,172.16.11.13,09:64:13:26:57:2e,API-RSA-flow-meter,Flow Meter,Emerson,EME-FlowMeter-3141,3.8.18,Foundation Fieldbus,VLAN-100,2025-07-30T11:15:50.244Z,2026-01-02T02:30:44.900Z,Passive Monitoring,72,"80,443",0,CVE-2022-25554,,false,2025-02-14,63
API-RSA-0268,172.16.11.14,5b:4b:1c:9c:53:92,API-RSA-serialization-camera,Serialization Camera,Sartorius,,4.9.89,HART,VLAN-100,2025-08-02T19:46:45.319Z,2026-01-06T19:41:49.235Z,Passive Monitoring,92,"80,443,22,161",1,CVE-2021-3615,,true,2025-07-27,73
,172.16.11.15,04:50:af:a5:51:03,,Flow Meter,Unknown,,3.5.29,HART,VLAN-100,2025-08-28T20:18:24.994Z,2026-01-04T13:44:47.392Z,Passive Monitoring,90,"80,443,22",3,CVE-2020-30476;CVE-2020-17706,,true,2025-12-07,80
API-RSA-0270,172.16.11.16,de:36:b1:73:33:df,API-RSA-differential-pressure,Differential Pressure,Endress+Hauser,END-DifferentialPressure-5989,5.8.41,HART,VLAN-100,2025-09-21T11:05:25.411Z,2026-01-07T03:43:37.011Z,Protocol Analysis,86,"80,443,22,161",5,,,true,2025-06-24,60
API-RSA-0271,172.16.11.17,9f:0e:f8:44:2e:0f,API-RSA-lims-terminal,LIMS Terminal,Sartorius,SAR-LIMSTerminal-2020,4.5.67,Ethernet/IP,VLAN-100,2025-12-05T14:10:52.390Z,2026-01-04T01:24:39.871Z,Active Probe,71,"502,102,44818,2222",1,,QNX,true,2025-02-23,90
API-RSA-0272,172.16.11.18,55:dc:8b:15:23:12,API-RSA-conductivity-sensor,Conductivity Sensor,Bürkert,BÜR-ConductivitySensor-1706,2.2.26,HART,VLAN-100,2025-12-10T14:13:35.753Z,2026-01-05T03:36:34.721Z,Active Probe,73,"80,443,22",7,CVE-2021-49617;CVE-2021-44869,,true,2025-10-19,74
API-RSA-0274,172.16.11.20,e5:0f:64:91:53:f5,API-RSA-environmental-monitor,Environmental Monitor,ABB,ABB-EnvironmentalMonitor-5152,1.8.56,Foundation Fieldbus,VLAN-100,2025-09-13T05:55:53.367Z,2026-01-03T23:37:11.620Z,SNMP,80,"80,443,22",7,CVE-2024-32839;CVE-2024-33033,,true,2025-08-12,62
API-RSA-0275,172.16.11.21,1f:5b:e7:3f:b0:21,API-RSA-weight-scale,Weight Scale,Bürkert,BÜR-WeightScale-6193,1.7.88,Profibus,VLAN-100,2025-08-07T05:11:42.648Z,2026-01-03T07:00:58.751Z,Passive Monitoring,71,"80,443",0,,,true,2025-05-18,78
API-RSA-0276,172.16.11.22,f5:e8:9b:80:25:57,API-RSA-differential-pressure,Differential Pressure,Emerson,EME-DifferentialPressure-1806,4.0.25,Foundation Fieldbus,VLAN-100,2025-08-21T14:51:20.251Z,2026-01-03T22:12:55.013Z,SNMP,83,"80,443,22,161,502",1,CVE-2021-42815;CVE-2022-1351,,true,2025-04-22,59
API-RSA-0277,172.16.11.23,47:dd:ef:da:4e:58,API-RSA-plc,PLC,Mettler Toledo,MET-PLC-9131,1.5.3,DNP3,VLAN-100,2025-08-24T06:10:26.568Z,2026-01-06T11:19:59.016Z,Active Probe,72,"502,102,44818",2,CVE-2022-41690;CVE-2024-33261,QNX,true,2025-11-22,85
API-RSA-0278,172.16.11.24,03:f2:6b:85:ae:75,API-RSA-plc,PLC,Endress+Hauser,END-PLC-1836,1.5.96,IEC 61850,VLAN-100,2025-08-27T01:54:45.840Z,2026-01-05T14:27:41.412Z,Passive Monitoring,80,"502,102,44818",2,CVE-2020-17202,Windows Embedded,true,2025-02-09,97
,172.16.11.25,c9:97:2c:b8:4f:3b,,Temperature Controller,Unknown,,4.8.26,HART,VLAN-100,2025-11-13T02:37:32.688Z,2026-01-01T07:19:41.296Z,Passive Monitoring,88,"80,443,22",1,CVE-2023-23696;CVE-2023-48939,,false,2025-11-06,80
API-RSA-0282,172.16.11.28,3c:40:2b:19:bb:a6,API-RSA-temperature-controller,Temperature Controller,Siemens,SIE-TemperatureController-4966,1.2.25,Modbus,VLAN-100,2026-01-07T16:27:34.454Z,2026-01-05T07:34:09.172Z,Network Scan,87,"80,443,22,161,502",3,,,true,2025-08-23,63
API-RSA-0283,172.16.11.29,76:11:8b:cd:5c:a9,API-RSA-weight-scale,Weight Scale,ABB,ABB-WeightScale-4291,3.7.25,HART,VLAN-100,2025-07-15T01:00:01.887Z,2026-01-04T00:11:48.654Z,Active Probe,80,80,0,CVE-2023-12458;CVE-2024-8297,,true,2025-07-13,68
API-RSA-0284,172.16.11.30,3e:dd:55:95:5c:12,API-RSA-environmental-monitor,Environmental Monitor,Emerson,EME-EnvironmentalMonitor-6088,4.1.28,Foundation Fieldbus,VLAN-100,2025-08-19T11:10:03.464Z,2026-01-06T13:05:58.675Z,Network Scan,94,80,5,,,true,2025-08-03,60
API-RSA-0285,172.16.11.31,f7:59:f8:6f:1c:0c,API-RSA-plc,PLC,Sartorius,SAR-PLC-6608,3.0.66,Ethernet/IP,VLAN-100,2025-08-13T17:17:16.675Z,2026-01-03T06:07:50.929Z,Active Probe,84,502,2,CVE-2020-39747;CVE-2021-12461,Windows Embedded,true,2025-03-16,83
API-RSA-0286,172.16.11.32,43:bd:d6:49:3e:2e,API-RSA-serialization-camera,Serialization Camera,Siemens,SIE-SerializationCamera-5360,5.9.3,Modbus,VLAN-100,2025-12-08T05:54:56.808Z,2026-01-07T20:07:00.150Z,Passive Monitoring,85,"80,443,22",0,CVE-2023-39889,,true,2025-02-20,68
API-RSA-0289,172.16.11.35,aa:76:16:b3:67:19,,PLC,Unknown,,1.0.0,Ethernet/IP,VLAN-100,2025-08-23T01:00:53.561Z,2026-01-06T19:28:18.873Z,SNMP,83,"502,102",0,CVE-2020-36498,QNX,false,2025-06-05,87
API-RSA-0290,172.16.11.36,56:1b:17:5f:9d:2d,API-RSA-temperature-controller,Temperature Controller,Siemens,SIE-TemperatureController-7216,5.2.96,Foundation Fieldbus,VLAN-100,2025-07-20T07:58:13.689Z,2026-01-03T19:45:54.818Z,SNMP,70,80,2,CVE-2020-31611,,true,2025-11-03,67
API-RSA-0291,172.16.11.37,f3:16:0d:0b:b2:e4,API-RSA-temperature-controller,Temperature Controller,Endress+Hauser,END-TemperatureController-3554,2.3.87,Foundation Fieldbus,VLAN-100,2025-09-10T07:46:28.284Z,2026-01-06T07:17:33.036Z,Protocol Analysis,72,80,7,CVE-2020-26792,,true,2025-08-25,73
API-RSA-0292,172.16.11.38,3e:a5:86:e9:1f:f8,API-RSA-label-printer,Label Printer,Siemens,SIE-LabelPrinter-9416,3.4.40,Profibus,VLAN-100,2025-11-06T08:01:29.783Z,2026-01-02T15:46:12.269Z,Passive Monitoring,85,"80,443,22",2,CVE-2023-14473;CVE-2023-20060,,true,2025-07-11,63
API-RSA-0293,172.16.11.39,dd:93:af:06:31:e8,API-RSA-mes-terminal,MES Terminal,Endress+Hauser,END-MESTerminal-7602,1.5.89,Modbus TCP,VLAN-100,2025-10-11T01:52:15.247Z,2026-01-04T23:12:23.247Z,Passive Monitoring,79,"502,102,44818,2222",2,CVE-2024-29275;CVE-2021-39833,QNX,true,2025-12-03,83
API-RSA-0294,172.16.11.40,b7:1a:53:d5:99:39,,SCADA,Unknown,,3.2.96,OPC UA,VLAN-100,2025-09-14T00:16:22.219Z,2026-01-03T21:22:25.558Z,Passive Monitoring,96,"502,102,44818,2222,20000",0,CVE-2024-43360;CVE-2022-31219,Windows Embedded,true,2025-01-19,100
API-RSA-0295,172.16.11.41,9c:c7:ac:ad:b0:cf,API-RSA-temperature-controller,Temperature Controller,Mettler Toledo,MET-TemperatureController-4602,2.5.70,Profibus,VLAN-100,2025-11-21T11:22:55.967Z,2026-01-05T02:22:56.039Z,Active Probe,95,"80,443",4,,,true,2025-10-03,75
API-RSA-0296,172.16.11.42,c3:37:72:31:19:9a,API-RSA-temperature-controller,Temperature Controller,Rockwell,,3.2.28,HART,VLAN-100,2025-08-11T01:38:14.087Z,2026-01-01T10:17:12.051Z,Passive Monitoring,71,"80,443,22,161",0,CVE-2021-15484;CVE-2021-13592,,true,2025-03-17,79
API-RSA-0297,172.16.11.43,f5:bd:04:cc:b9:49,,Label Printer,Siemens,,4.9.52,Foundation Fieldbus,VLAN-100,2025-11-14T17:54:01.204Z,2026-01-03T19:24:52.333Z,SNMP,79,"80,443,22,161,502",5,CVE-2020-34225,,true,2025-09-03,78
API-RSA-0299,172.16.11.45,3a:e6:f2:8e:cc:39,API-RSA-serialization-camera,Serialization Camera,Sartorius,SAR-SerializationCamera-6777,5.5.59,Modbus,VLAN-100,2025-07-24T15:05:48.143Z,2026-01-06T00:12:16.760Z,Passive Monitoring,79,"80,443",2,,,false,2025-02-07,72
API-RSA-0300,172.16.11.46,34:fc:e7:db:8a:46,API-RSA-weight-scale,Weight Scale,Endress+Hauser,END-WeightScale-6458,2.4.68,Foundation Fieldbus,VLAN-100,2025-08-15T01:46:53.747Z,2026-01-06T12:25:22.733Z,Network Scan,73,"80,443,22,161",4,CVE-2023-3070;CVE-2020-14712,,true,2025-01-21,73
API-RSA-0301,172.16.11.47,fa:a9:d3:60:ec:80,API-RSA-pressure-sensor,Pressure Sensor,Emerson,EME-PressureSensor-6625,5.5.24,Profibus,VLAN-100,2025-11-22T11:12:48.056Z,2026-01-03T09:54:23.955Z,Passive Monitoring,79,"80,443,22,161",1,CVE-2023-39452,,true,2025-02-06,69
API-RSA-0302,172.16.11.48,e3:c9:36:f5:53:ed,API-RSA-serialization-camera,Serialization Camera,Emerson,EME-SerializationCamera-9540,2.5.17,Profibus,VLAN-100,2026-01-03T20:16:27.249Z,2026-01-02T21:14:15.831Z,SNMP,80,"80,443,22",6,,,true,2025-07-16,59
API-RSA-0303,172.16.11.49,80:19:8e:f7:33:16,,Differential Pressure,Unknown,,5.9.43,Profibus,VLAN-100,2025-11-26T22:33:43.043Z,2026-01-06T20:23:16.812Z,Active Probe,97,"80,443,22,161",4,CVE-2022-25575;CVE-2022-33493,,true,2025-08-12,84
API-RSA-0304,172.16.11.50,69:f2:6c:7c:63:40,API-RSA-temperature-controller,Temperature Controller,Bürkert,BÜR-TemperatureController-9894,5.2.4,Profibus,VLAN-100,2025-08-26T01:33:41.973Z,2026-01-04T13:23:37.977Z,SNMP,89,"80,443,22,161,502",3,CVE-2024-5272,,false,2025-01-25,64
API-RSA-0306,172.16.11.52,c4:41:a8:10:03:6f,API-RSA-differential-pressure,Differential Pressure,Bürkert,BÜR-DifferentialPressure-8658,4.1.54,Foundation Fieldbus,VLAN-100,2025-07-14T04:04:58.581Z,2026-01-03T22:02:37.220Z,Passive Monitoring,72,"80,443,22,161,502",7,CVE-2020-7461,,true,2025-12-12,79
API-RSA-0307,172.16.11.53,54:39:09:6e:8c:55,API-RSA-batch-controller,Batch Controller,ABB,ABB-BatchController-7507,3.3.40,DNP3,VLAN-100,2025-10-22T07:59:10.113Z,2026-01-01T23:59:22.180Z,SNMP,82,"502,102,44818,2222,20000",1,,QNX,true,2025-08-21,90
API-RSA-0308,172.16.11.54,64:11:a2:70:57:ab,API-RSA-label-printer,Label Printer,ABB,ABB-LabelPrinter-5793,2.5.98,Profibus,VLAN-100,2025-11-02T06:58:34.484Z,2026-01-07T04:41:10.301Z,Active Probe,85,"80,443,22,161",6,,,false,2025-01-08,67
API-RSA-0309,172.16.11.55,97:f7:0a:c3:7f:e8,API-RSA-pressure-sensor,Pressure Sensor,Endress+Hauser,END-PressureSensor-9110,4.4.62,HART,VLAN-100,2025-10-22T09:51:04.583Z,2026-01-07T05:38:36.768Z,Network Scan,96,"80,443,22,161",0,,,false,2025-08-01,64
API-RSA-0311,172.16.11.57,20:87:cb:90:be:43,API-RSA-ph-sensor,pH Sensor,Mettler Toledo,MET-pHSensor-6342,4.6.52,Modbus,VLAN-100,2025-08-22T15:30:01.891Z,2026-01-06T00:36:24.128Z,Network Scan,85,80,4,,,true,2025-01-19,72
,172.16.11.58,ca:14:cd:e5:13:7b,,Unknown,Unknown,,2.6.8,Profibus,VLAN-100,2025-08-30T20:36:28.672Z,2026-01-04T03:23:12.813Z,SNMP,76,"80,443",6,CVE-2024-25239;CVE-2022-35221,,false,2025-04-29,82
,172.16.11.59,b5:bd:28:56:32:6f,,Differential Pressure,Unknown,,5.4.36,HART,VLAN-100,2025-10-20T14:08:00.113Z,2026-01-02T01:21:10.892Z,Active Probe,76,"80,443",4,CVE-2020-18024;CVE-2024-47884,,true,2025-12-24,83
API-RSA-0315,172.16.11.61,1c:50:0e:8e:36:45,API-RSA-ph-sensor,pH Sensor,Sartorius,SAR-pHSensor-5471,5.1.51,HART,VLAN-100,2025-12-09T07:49:47.772Z,2026-01-05T23:04:50.933Z,Active Probe,78,"80,443,22,161,502",3,CVE-2021-48196,,true,2025-07-02,74
API-RSA-0316,172.16.11.62,1a:4f:9e:94:d7:22,API-RSA-particle-counter,Particle Counter,Mettler Toledo,MET-ParticleCounter-4266,4.1.64,Foundation Fieldbus,VLAN-100,2025-11-26T04:20:36.126Z,2026-01-06T15:28:18.974Z,SNMP,94,"80,443,22,161",4,,,false,2025-05-21,79
API-RSA-0317,172.16.11.63,26:57:12:31:04:29,,Environmental Monitor,Sartorius,,1.2.40,HART,VLAN-100,2025-10-25T08:10:50.828Z,2026-01-01T12:14:22.841Z,Network Scan,74,"80,443,22",6,,,true,2025-05-15,81
API-RSA-0318,172.16.11.64,ea:fa:93:33:2f:3a,API-RSA-scada,SCADA,Endress+Hauser,,1.9.96,Modbus TCP,VLAN-100,2025-10-21T01:38:55.873Z,2026-01-06T09:11:45.734Z,Network Scan,70,"502,102",0,CVE-2021-6092,QNX,true,2025-12-15,89
API-RSA-0321,172.16.11.67,f0:3c:96:5e:e9:be,API-RSA-lims-terminal,LIMS Terminal,Rockwell,ROC-LIMSTerminal-6911,3.3.40,OPC UA,VLAN-100,2025-09-17T11:50:36.053Z,2026-01-05T14:14:35.433Z,Network Scan,73,"502,102,44818,2222",1,CVE-2023-2260,VxWorks,true,2025-12-11,79
API-RSA-0322,172.16.11.68,23:fb:14:0b:4b:33,API-RSA-conductivity-sensor,Conductivity Sensor,Siemens,SIE-ConductivitySensor-8112,5.2.23,Modbus,VLAN-100,2025-09-17T01:19:45.443Z,2026-01-04T05:35:50.042Z,Network Scan,89,"80,443,22,161,502",6,,,false,2025-07-04,80
API-RSA-0323,172.16.11.69,c4:0a:21:7b:dd:ec,API-RSA-particle-counter,Particle Counter,Emerson,EME-ParticleCounter-9593,5.0.87,Profibus,VLAN-100,2025-09-11T07:29:18.152Z,2026-01-07T13:49:33.502Z,Protocol Analysis,80,"80,443,22,161",7,CVE-2022-2569;CVE-2021-35118,,false,2025-10-05,67
API-RSA-0325,172.16.11.71,86:7d:b0:e7:8a:2b,API-RSA-environmental-monitor,Environmental Monitor,Sartorius,SAR-EnvironmentalMonitor-9264,2.4.61,HART,VLAN-100,2025-11-16T09:01:59.458Z,2026-01-08T05:02:28.818Z,SNMP,74,"80,443,22,161",0,CVE-2023-11428;CVE-2022-2803,,true,2025-07-31,61
API-RSA-0326,172.16.11.72,f3:dd:17:9b:35:f5,API-RSA-weight-scale,Weight Scale,Emerson,EME-WeightScale-5572,2.8.61,Foundation Fieldbus,VLAN-100,2025-12-16T18:58:18.722Z,2026-01-05T15:23:59.209Z,Protocol Analysis,83,80,2,,,false,2025-03-22,68
API-RSA-0327,172.16.11.73,fb:6c:db:3f:61:7d,API-RSA-differential-pressure,Differential Pressure,Mettler Toledo,MET-DifferentialPressure-9219,4.2.2,Profibus,VLAN-100,2025-07-17T03:57:41.876Z,2026-01-05T08:55:16.462Z,Passive Monitoring,87,"80,443,22,161,502",5,,,true,2025-07-22,76
API-RSA-0328,172.16.11.74,e2:32:36:59:e9:3b,API-RSA-weight-scale,Weight Scale,Mettler Toledo,MET-WeightScale-4839,1.9.15,Modbus,VLAN-100,2026-01-03T03:34:19.798Z,2026-01-01T21:06:27.823Z,Protocol Analysis,95,"80,443,22",3,,,true,2025-02-14,71
API-RSA-0329,172.16.11.75,2a:e0:51:49:39:6b,API-RSA-conductivity-sensor,Conductivity Sensor,Siemens,SIE-ConductivitySensor-6852,4.4.66,Profibus,VLAN-100,2025-08-17T12:50:09.029Z,2026-01-01T21:05:15.886Z,Protocol Analysis,92,"80,443,22,161",6,,,true,2025-03-20,65
,172.16.11.76,c4:4a:3b:d1:98:56,,Unknown,Unknown,,2.6.1,Profibus,VLAN-100,2025-07-18T06:52:57.617Z,2026-01-03T17:21:30.998Z,Protocol Analysis,72,80,4,CVE-2022-20693,,true,2025-05-18,87
API-RSA-0332,172.16.11.78,33:cb:97:51:33:58,,Flow Meter,Sartorius,,5.1.57,HART,VLAN-100,2025-08-06T13:39:33.157Z,2026-01-02T03:33:59.515Z,SNMP,75,"80,443,22,161,502",1,CVE-2021-11014;CVE-2023-30979,,false,2025-02-02,71
API-RSA-0334,172.16.11.80,f3:12:66:c0:3b:0e,API-RSA-flow-meter,Flow Meter,Mettler Toledo,MET-FlowMeter-4206,1.9.89,Modbus,VLAN-100,2025-08-10T09:50:52.318Z,2026-01-02T09:15:34.295Z,Active Probe,93,"80,443,22,161",4,,,true,2025-09-19,69
API-RSA-0336,172.16.11.82,4c:7f:4a:11:cb:51,API-RSA-flow-meter,Flow Meter,Emerson,EME-FlowMeter-4167,2.6.24,HART,VLAN-100,2025-07-30T19:36:04.979Z,2026-01-04T22:23:28.736Z,Protocol Analysis,97,"80,443,22",0,,,false,2025-05-05,65
API-RSA-0337,172.16.11.83,9d:5c:5f:5a:ab:dc,API-RSA-weight-scale,Weight Scale,Sartorius,SAR-WeightScale-1094,5.0.70,HART,VLAN-100,2025-10-21T17:38:35.137Z,2026-01-06T14:13:57.020Z,Protocol Analysis,74,"80,443,22",2,,,true,2025-07-05,73
,172.16.11.84,06:22:5f:40:13:a5,,Unknown,Unknown,,3.5.45,HART,VLAN-100,2025-08-15T11:12:57.682Z,2026-01-05T21:10:06.754Z,SNMP,79,"80,443,22",2,CVE-2021-31010;CVE-2021-22468,,true,2025-10-31,79
API-RSA-0339,172.16.11.85,54:e5:8f:6b:36:6c,API-RSA-pressure-sensor,Pressure Sensor,Mettler Toledo,MET-PressureSensor-8579,4.7.54,Profibus,VLAN-100,2025-11-24T21:08:13.975Z,2026-01-02T16:08:08.159Z,Active Probe,81,"80,443,22,161",0,CVE-2024-24619;CVE-2024-10390,,true,2025-10-25,62
API-RSA-0340,172.16.11.86,8f:b3:3d:a7:ee:36,API-RSA-flow-meter,Flow Meter,ABB,ABB-FlowMeter-6802,3.8.9,HART,VLAN-100,2025-08-20T20:27:47.277Z,2026-01-03T05:59:37.810Z,SNMP,91,80,7,,,false,2025-10-21,75
API-RSA-0341,172.16.11.87,ac:04:48:52:f2:a3,API-RSA-ph-sensor,pH Sensor,Emerson,EME-pHSensor-2280,3.6.64,Profibus,VLAN-100,2025-07-20T08:01:14.046Z,2026-01-05T13:10:09.582Z,Network Scan,97,"80,443,22,161,502",2,CVE-2021-25804;CVE-2024-42192,,false,2025-06-18,74
API-RSA-0343,172.16.11.89,27:5c:ac:66:40:56,API-RSA-mes-terminal,MES Terminal,Endress+Hauser,END-MESTerminal-6195,2.0.49,Ethernet/IP,VLAN-100,2025-10-26T18:07:13.404Z,2026-01-08T00:07:07.889Z,SNMP,86,"502,102,44818",0,CVE-2020-3209,Linux RT,false,2025-01-22,92
API-RSA-0344,172.16.11.90,95:8c:ae:c5:87:c8,API-RSA-differential-pressure,Differential Pressure,Bürkert,,4.6.98,Profibus,VLAN-100,2025-10-19T05:35:27.995Z,2026-01-02T13:35:40.841Z,Protocol Analysis,74,"80,443,22,161",0,,,true,2025-10-17,76
API-RSA-0346,172.16.11.92,30:0a:5e:f3:7b:58,API-RSA-weight-scale,Weight Scale,Bürkert,BÜR-WeightScale-8896,5.9.8,Foundation Fieldbus,VLAN-100,2025-10-26T22:46:22.762Z,2026-01-04T01:09:52.075Z,SNMP,92,"80,443",2,,,false,2025-01-09,70
,172.16.11.93,10:dc:cd:56:df:25,,pH Sensor,Unknown,,4.9.36,Modbus,VLAN-100,2025-12-06T20:28:33.458Z,2026-01-07T21:23:32.755Z,SNMP,79,"80,443,22,161",1,,,true,2025-07-30,80
API-RSA-0348,172.16.11.94,8b:52:ad:4c:c0:8d,API-RSA-ph-sensor,pH Sensor,Bürkert,BÜR-pHSensor-5468,4.2.54,Modbus,VLAN-100,2025-09-06T17:05:24.645Z,2026-01-07T15:24:22.965Z,Network Scan,75,"80,443",6,,,true,2025-07-26,65
API-RSA-0349,172.16.11.95,be:78:ce:f2:d2:83,API-RSA-label-printer,Label Printer,Emerson,EME-LabelPrinter-4270,4.2.85,HART,VLAN-100,2025-10-26T20:39:52.068Z,2026-01-07T04:44:43.128Z,Passive Monitoring,95,80,5,,,true,2025-07-29,77
API-RSA-0350,172.16.11.96,54:2e:fc:f3:2e:4e,API-RSA-weight-scale,Weight Scale,Bürkert,BÜR-WeightScale-8400,5.9.97,HART,VLAN-100,2025-12-21T03:56:06.277Z,2026-01-07T01:54:05.446Z,Active Probe,96,"80,443,22,161,502",1,CVE-2024-15960,,true,2025-10-05,71
API-RSA-0352,172.16.11.98,3b:dd:ae:cb:d6:a8,API-RSA-weight-scale,Weight Scale,Emerson,EME-WeightScale-6892,3.8.46,Profibus,VLAN-100,2025-11-01T03:39:17.706Z,2026-01-06T04:27:43.579Z,SNMP,99,80,6,,,false,2025-01-10,59
,172.16.11.100,96:91:10:d8:2c:9d,,pH Sensor,Unknown,,1.6.0,Foundation Fieldbus,VLAN-100,2025-10-10T07:56:21.396Z,2026-01-07T20:54:37.292Z,Active Probe,82,"80,443",2,CVE-2024-45426,,true,2025-08-04,80
API-RSA-0355,172.16.11.101,91:61:e7:0e:61:39,API-RSA-conductivity-sensor,Conductivity Sensor,Sartorius,SAR-ConductivitySensor-5771,2.1.84,HART,VLAN-100,2025-08-30T04:28:41.187Z,2026-01-03T02:29:07.617Z,Passive Monitoring,78,"80,443",5,CVE-2022-31196;CVE-2020-25352,,false,2025-01-26,76
API-RSA-0356,172.16.11.102,60:77:f8:ae:a0:00,,Conductivity Sensor,Bürkert,,5.3.16,HART,VLAN-100,2025-10-10T08:12:01.002Z,2026-01-05T19:49:04.545Z,SNMP,76,"80,443,22,161,502",5,CVE-2024-31642;CVE-2022-47094,,true,2025-12-02,83
API-RSA-0357,172.16.11.103,1c:9d:5b:e1:39:10,API-RSA-flow-meter,Flow Meter,Endress+Hauser,END-FlowMeter-5760,1.4.92,HART,VLAN-100,2025-12-01T02:46:45.963Z,2026-01-04T05:23:21.505Z,Network Scan,77,"80,443,22",2,CVE-2020-8403;CVE-2021-38668,,true,2025-09-16,74
API-RSA-0358,172.16.11.104,9b:0b:65:db:d9:e9,API-RSA-ph-sensor,pH Sensor,ABB,ABB-pHSensor-1953,1.8.82,Foundation Fieldbus,VLAN-100,2025-10-22T23:45:51.069Z,2026-01-06T16:50:52.943Z,Network Scan,91,"80,443",4,,,false,2025-09-26,66
API-RSA-0359,172.16.11.105,41:83:ca:25:df:a3,API-RSA-hmi,HMI,Sartorius,SAR-HMI-7739,1.6.86,IEC 61850,VLAN-100,2025-07-17T22:07:30.904Z,2026-01-02T19:52:35.489Z,Passive Monitoring,80,"502,102",2,,Windows Embedded,false,2025-08-27,85
API-RSA-0360,172.16.11.106,b5:df:f5:92:63:04,API-RSA-hmi,HMI,Endress+Hauser,END-HMI-1192,2.0.74,OPC UA,VLAN-100,2025-09-01T17:57:42.070Z,2026-01-07T09:54:01.855Z,SNMP,92,502,0,CVE-2022-28727,QNX,true,2025-02-11,78
API-RSA-0361,172.16.11.107,d2:da:58:46:35:d8,API-RSA-particle-counter,Particle Counter,Mettler Toledo,MET-ParticleCounter-3907,3.9.41,Foundation Fieldbus,VLAN-100,2025-08-31T11:31:00.343Z,2026-01-02T12:38:56.765Z,Active Probe,79,"80,443,22",3,CVE-2020-44857;CVE-2022-22883,,true,2025-04-14,67
API-RSA-0362,172.16.11.108,04:c6:b0:50:73:e8,,Batch Controller,Unknown,,5.9.64,OPC UA,VLAN-100,2025-11-17T04:09:34.211Z,2026-01-02T06:21:56.505Z,Active Probe,95,"502,102,44818",2,CVE-2021-15630;CVE-2020-14519,Linux RT,true,2025-09-03,92
API-RSA-0363,172.16.11.109,6c:47:3f:d5:51:e4,API-RSA-weight-scale,Weight Scale,Rockwell,ROC-WeightScale-3756,4.9.28,Modbus,VLAN-100,2025-09-24T23:11:32.839Z,2026-01-04T01:21:12.219Z,SNMP,95,"80,443",2,CVE-2021-7315,,false,2025-11-05,67
API-RSA-0364,172.16.11.110,95:1a:53:af:be:58,API-RSA-flow-meter,Flow Meter,Siemens,SIE-FlowMeter-9783,4.4.74,Profibus,VLAN-100,2025-10-22T20:58:55.625Z,2026-01-05T11:21:32.918Z,Passive Monitoring,75,80,6,,,true,2025-11-26,83
API-RSA-0365,172.16.11.111,6e:a6:11:2f:20:92,API-RSA-plc,PLC,Mettler Toledo,,4.9.54,OPC UA,VLAN-100,2025-08-26T07:31:53.269Z,2026-01-04T16:01:21.792Z,Network Scan,76,"502,102,44818",0,CVE-2023-19619;CVE-2021-6973,Linux RT,false,2025-12-12,86
API-RSA-0366,172.16.11.112,b5:53:b1:1a:a5:dc,API-RSA-plc,PLC,Mettler Toledo,MET-PLC-4370,1.0.84,DNP3,VLAN-100,2025-10-08T06:55:11.125Z,2026-01-04T13:27:36.941Z,Protocol Analysis,92,"502,102,44818,2222",2,,Windows Embedded,true,2025-03-11,81
API-RSA-0367,172.16.11.113,fb:66:98:41:ce:46,API-RSA-plc,PLC,Sartorius,SAR-PLC-1529,5.5.54,Modbus TCP,VLAN-100,2025-12-08T02:06:35.572Z,2026-01-02T11:18:07.941Z,SNMP,85,"502,102,44818,2222",0,CVE-2021-3584,Linux RT,true,2025-03-14,83
