tag_id,plant,unit,device_type,ip_address,security_level,vulnerabilities,cve_count,last_security_scan,encryption_enabled,authentication_required,access_control,network_isolation,firewall_protected,risk_score
"UTI-014","Boston Pharma","Utilities","Temperature Controller","192.168.115.222","4","7","0","2025-09-27T04:54:58.797Z","true","true","Enterprise","false","true","76"
"UTI-015","Boston Pharma","Utilities","Temperature Controller","192.168.145.39","2","5","4","2025-10-05T15:33:59.310Z","false","true","Enterprise","true","false","70"
"UTI-016","Boston Pharma","Utilities","MES","192.168.24.8","1","5","2","2025-10-16T13:31:27.531Z","true","true","Enterprise","false","false","49"
"UTI-017","Boston Pharma","Utilities","Safety PLC","192.168.206.110","4","1","1","2025-10-13T06:03:23.974Z","true","true","Enterprise","true","true","14"
"UTI-018","Boston Pharma","Utilities","LIMS","192.168.251.127","4","3","3","2025-10-09T09:07:57.601Z","false","false","Basic","true","false","92"
"UTI-019","Boston Pharma","Utilities","HMI","192.168.117.12","1","8","1","2025-10-02T14:11:44.525Z","true","false","None","true","true","53"
"UTI-020","Boston Pharma","Utilities","Temperature Controller","192.168.35.230","4","1","4","2025-10-10T14:30:04.401Z","true","true","Enterprise","false","true","4"
"UTI-021","Boston Pharma","Utilities","Safety PLC","192.168.194.112","3","8","1","2025-10-21T16:35:46.245Z","true","true","Basic","true","false","38"
"UTI-022","Boston Pharma","Utilities","Safety PLC","192.168.5.59","4","6","3","2025-09-30T23:36:04.324Z","true","true","Advanced","false","true","33"
"UTI-023","Boston Pharma","Utilities","PLC","192.168.96.127","1","2","3","2025-10-01T14:51:55.960Z","true","false","None","false","true","94"
"UTI-024","Boston Pharma","Utilities","Temperature Controller","192.168.217.177","3","6","1","2025-10-19T13:02:34.471Z","false","true","None","true","true","87"
"UTI-025","Boston Pharma","Utilities","Serialization System","192.168.172.201","3","4","2","2025-10-06T23:15:16.201Z","true","true","Advanced","false","false","77"
"UTI-026","Boston Pharma","Utilities","PLC","192.168.218.51","2","4","3","2025-10-24T09:20:26.949Z","true","false","Basic","false","false","96"
"UTI-027","Boston Pharma","Utilities","SCADA","192.168.194.76","3","8","2","2025-10-20T04:43:18.453Z","true","true","Basic","true","false","7"
"UTI-028","Boston Pharma","Utilities","HMI","192.168.101.136","2","0","3","2025-10-24T04:55:14.010Z","false","true","Advanced","true","true","37"
"UTI-029","Boston Pharma","Utilities","Temperature Controller","192.168.187.64","1","1","0","2025-10-05T00:39:17.181Z","false","false","Advanced","true","true","89"
"UTI-030","Boston Pharma","Utilities","PLC","192.168.246.151","1","0","3","2025-10-15T17:36:19.432Z","false","true","Advanced","false","true","9"
"UTI-031","Boston Pharma","Utilities","LIMS","192.168.216.243","2","7","0","2025-10-03T12:09:12.675Z","false","true","Basic","false","true","57"
"UTI-032","Boston Pharma","Utilities","Safety PLC","192.168.237.231","2","0","3","2025-10-09T06:42:23.298Z","true","true","Advanced","true","false","59"
"UTI-033","Boston Pharma","Utilities","PLC","192.168.57.172","2","5","2","2025-10-21T08:29:18.329Z","true","true","Advanced","false","true","36"
"UTI-034","Boston Pharma","Utilities","Safety PLC","192.168.226.13","4","0","4","2025-09-30T12:49:25.846Z","false","true","Advanced","true","true","62"
"UTI-035","Boston Pharma","Utilities","LIMS","192.168.238.37","2","9","2","2025-09-28T03:08:28.322Z","false","true","None","false","true","6"
"UTI-036","Boston Pharma","Utilities","HMI","192.168.139.170","4","9","3","2025-10-05T12:29:14.537Z","true","false","Enterprise","true","true","73"
"UTI-037","Boston Pharma","Utilities","MES","192.168.113.10","2","7","0","2025-10-01T05:47:36.553Z","false","false","Enterprise","false","true","31"
"UTI-038","Boston Pharma","Utilities","HMI","192.168.36.108","4","4","2","2025-10-06T09:43:02.571Z","true","true","Basic","true","false","8"
"UTI-039","Boston Pharma","Utilities","MES","192.168.126.176","1","6","2","2025-10-13T13:53:24.509Z","true","true","Advanced","false","false","85"
"UTI-040","Boston Pharma","Utilities","LIMS","192.168.8.96","3","9","4","2025-10-11T21:21:36.141Z","false","true","None","true","false","61"
"UTI-041","Boston Pharma","Utilities","PLC","192.168.122.56","4","0","0","2025-10-22T11:55:52.358Z","false","true","Enterprise","false","true","84"
"UTI-042","Boston Pharma","Utilities","PLC","192.168.198.191","2","4","0","2025-10-14T15:49:47.386Z","false","true","Enterprise","false","true","5"
"UTI-043","Boston Pharma","Utilities","SCADA","192.168.115.247","1","3","0","2025-10-09T05:31:58.245Z","true","true","Enterprise","true","false","99"
"UTI-044","Boston Pharma","Utilities","PLC","192.168.230.129","4","2","2","2025-10-24T02:33:26.250Z","true","false","Basic","false","true","63"
"UTI-045","Boston Pharma","Utilities","Batch Controller","192.168.68.230","3","4","3","2025-09-26T11:55:19.915Z","true","true","Basic","false","true","84"
"UTI-046","Boston Pharma","Utilities","MES","192.168.239.112","4","2","1","2025-09-26T09:48:59.932Z","false","true","Basic","false","true","1"
"UTI-047","Boston Pharma","Utilities","Temperature Controller","192.168.74.36","1","7","1","2025-10-22T09:47:13.035Z","true","true","None","false","true","11"
"UTI-048","Boston Pharma","Utilities","Temperature Controller","192.168.219.16","1","1","3","2025-10-08T23:38:24.387Z","false","true","None","false","true","28"
"UTI-049","Boston Pharma","Utilities","Safety PLC","192.168.245.102","4","8","0","2025-10-19T06:55:48.087Z","false","false","Advanced","false","true","76"
"UTI-050","Boston Pharma","Utilities","Safety PLC","192.168.33.130","3","7","3","2025-09-28T17:24:05.482Z","false","false","None","false","false","1"
"UTI-051","Boston Pharma","Utilities","Environmental Monitor","192.168.98.98","4","2","3","2025-10-12T08:45:25.668Z","false","true","None","true","true","5"
"UTI-052","Boston Pharma","Utilities","PLC","192.168.116.14","4","6","4","2025-10-04T17:36:19.129Z","true","true","Advanced","false","true","45"
"UTI-053","Boston Pharma","Utilities","HMI","192.168.137.254","4","3","1","2025-10-19T21:59:12.956Z","true","true","None","true","true","15"
"UTI-054","Boston Pharma","Utilities","HMI","192.168.65.83","3","3","2","2025-10-17T01:20:13.151Z","true","true","None","true","false","20"
"UTI-055","Boston Pharma","Utilities","Safety PLC","192.168.154.113","3","2","0","2025-10-17T22:07:45.474Z","false","false","Basic","true","true","25"
"UTI-056","Boston Pharma","Utilities","PLC","192.168.98.188","3","6","2","2025-10-06T00:55:51.229Z","false","true","Basic","true","true","56"
"UTI-057","Boston Pharma","Utilities","HMI","192.168.116.8","2","1","3","2025-10-23T05:27:39.222Z","false","true","Advanced","true","true","8"
"UTI-058","Boston Pharma","Utilities","PLC","192.168.123.72","4","3","2","2025-10-12T06:58:48.409Z","true","true","Enterprise","false","true","81"
"UTI-059","Boston Pharma","Utilities","Safety PLC","192.168.128.67","2","6","4","2025-10-09T01:40:46.486Z","true","true","None","true","true","48"
"WAR-001","Boston Pharma","Warehouse","Serialization System","192.168.109.5","3","7","0","2025-09-29T22:01:50.583Z","false","true","Basic","false","true","43"
"WAR-002","Boston Pharma","Warehouse","LIMS","192.168.28.136","4","3","2","2025-10-08T16:20:38.846Z","false","true","None","true","true","92"
"WAR-003","Boston Pharma","Warehouse","Environmental Monitor","192.168.61.25","1","9","0","2025-10-21T20:35:14.201Z","true","false","Advanced","true","false","59"
"WAR-004","Boston Pharma","Warehouse","HMI","192.168.3.28","2","3","3","2025-09-28T01:53:57.701Z","true","true","Enterprise","true","false","2"
"WAR-005","Boston Pharma","Warehouse","SCADA","192.168.194.205","3","9","1","2025-10-14T23:48:18.813Z","true","true","Basic","false","true","62"
"WAR-006","Boston Pharma","Warehouse","SCADA","192.168.223.85","1","5","0","2025-10-17T04:39:15.059Z","true","false","Basic","true","true","57"
"WAR-007","Boston Pharma","Warehouse","Environmental Monitor","192.168.106.81","3","3","0","2025-10-20T18:22:18.468Z","true","false","Enterprise","false","true","39"
"WAR-008","Boston Pharma","Warehouse","Serialization System","192.168.131.208","3","0","1","2025-10-19T22:13:41.532Z","true","false","Advanced","true","false","95"
"WAR-009","Boston Pharma","Warehouse","LIMS","192.168.42.213","3","6","4","2025-10-12T03:37:19.792Z","false","true","None","false","false","92"
"WAR-010","Boston Pharma","Warehouse","HMI","192.168.9.83","4","5","4","2025-10-12T23:55:47.911Z","true","false","Enterprise","false","false","75"
"WAR-011","Boston Pharma","Warehouse","HMI","192.168.248.152","3","5","3","2025-10-09T16:54:50.777Z","true","true","Enterprise","true","true","37"
"WAR-012","Boston Pharma","Warehouse","LIMS","192.168.54.254","2","5","1","2025-10-01T05:26:10.897Z","false","false","Basic","true","false","92"
"WAR-013","Boston Pharma","Warehouse","SCADA","192.168.151.52","2","8","2","2025-10-17T10:19:37.633Z","false","true","None","true","true","42"
"WAR-014","Boston Pharma","Warehouse","Safety PLC","192.168.251.211","4","0","3","2025-10-10T03:50:27.089Z","false","true","Advanced","true","false","7"
"WAR-015","Boston Pharma","Warehouse","SCADA","192.168.80.33","1","9","1","2025-10-20T17:18:38.048Z","true","true","Basic","true","true","66"
"WAR-016","Boston Pharma","Warehouse","LIMS","192.168.252.202","1","7","1","2025-10-13T00:37:51.597Z","true","true","Advanced","true","true","94"
"WAR-017","Boston Pharma","Warehouse","Temperature Controller","192.168.18.24","2","3","4","2025-10-21T13:36:34.325Z","true","false","Advanced","true","false","3"
"WAR-018","Boston Pharma","Warehouse","PLC","192.168.159.25","2","2","0","2025-10-05T16:39:09.353Z","true","false","Enterprise","true","true","75"
"WAR-019","Boston Pharma","Warehouse","HMI","192.168.117.58","2","5","2","2025-10-01T02:55:09.561Z","true","true","Advanced","true","false","60"
"WAR-020","Boston Pharma","Warehouse","Environmental Monitor","192.168.133.5","4","4","4","2025-10-21T13:36:09.855Z","true","true","None","true","false","89"
"API-001","San Diego Biotech","API Manufacturing","Temperature Controller","192.168.39.61","2","1","2","2025-10-24T04:34:10.238Z","false","true","None","true","false","6"
"API-002","San Diego Biotech","API Manufacturing","SCADA","192.168.163.116","2","5","1","2025-10-15T01:36:33.619Z","false","true","None","true","false","91"
"API-003","San Diego Biotech","API Manufacturing","LIMS","192.168.132.1","4","4","3","2025-09-30T01:59:01.888Z","true","true","Advanced","false","true","73"
"API-004","San Diego Biotech","API Manufacturing","SCADA","192.168.190.193","1","4","1","2025-10-08T06:27:24.057Z","false","false","Enterprise","false","true","27"
"API-005","San Diego Biotech","API Manufacturing","LIMS","192.168.248.55","2","6","2","2025-10-14T10:36:53.316Z","true","true","None","true","true","8"
"API-006","San Diego Biotech","API Manufacturing","HMI","192.168.162.157","1","1","1","2025-10-12T10:36:03.783Z","true","true","Advanced","false","true","91"
"API-007","San Diego Biotech","API Manufacturing","HMI","192.168.61.195","4","7","0","2025-10-10T00:14:53.403Z","true","false","Enterprise","true","false","52"
"API-008","San Diego Biotech","API Manufacturing","SCADA","192.168.139.158","4","5","2","2025-10-12T23:28:18.391Z","true","false","Basic","false","true","72"
"API-009","San Diego Biotech","API Manufacturing","Batch Controller","192.168.213.232","2","6","4","2025-10-20T00:17:31.147Z","true","true","None","true","false","78"
"API-010","San Diego Biotech","API Manufacturing","LIMS","192.168.98.70","3","1","3","2025-10-23T18:32:07.333Z","true","true","Basic","false","false","14"
"API-011","San Diego Biotech","API Manufacturing","Environmental Monitor","192.168.41.198","3","8","2","2025-10-18T14:08:29.695Z","true","false","Enterprise","true","false","24"
"API-012","San Diego Biotech","API Manufacturing","HMI","192.168.166.195","3","9","2","2025-10-16T10:53:46.100Z","false","true","Basic","true","true","94"
"API-013","San Diego Biotech","API Manufacturing","Serialization System","192.168.109.183","3","0","2","2025-10-20T15:05:39.268Z","true","false","Enterprise","false","true","90"
"API-014","San Diego Biotech","API Manufacturing","Temperature Controller","192.168.211.172","4","6","0","2025-10-15T11:48:23.456Z","false","true","None","true","false","13"
"API-015","San Diego Biotech","API Manufacturing","Batch Controller","192.168.182.200","4","0","1","2025-10-04T02:11:12.666Z","false","true","Basic","true","true","65"
"API-016","San Diego Biotech","API Manufacturing","HMI","192.168.123.24","2","6","2","2025-10-10T13:20:24.730Z","true","false","Basic","false","false","25"
"API-017","San Diego Biotech","API Manufacturing","SCADA","192.168.16.236","4","4","1","2025-10-20T08:23:11.237Z","true","false","None","true","false","70"
"API-018","San Diego Biotech","API Manufacturing","LIMS","192.168.246.142","3","5","0","2025-10-23T21:12:32.132Z","true","false","Enterprise","true","true","3"
"API-019","San Diego Biotech","API Manufacturing","MES","192.168.93.70","3","6","2","2025-10-18T07:56:16.686Z","false","true","Enterprise","true","true","75"
"API-020","San Diego Biotech","API Manufacturing","Batch Controller","192.168.157.184","2","4","2","2025-09-30T03:25:17.256Z","false","true","Advanced","true","false","48"
"API-021","San Diego Biotech","API Manufacturing","LIMS","192.168.28.65","4","1","4","2025-10-21T07:31:48.439Z","true","false","Advanced","false","true","30"
"API-022","San Diego Biotech","API Manufacturing","Batch Controller","192.168.113.36","3","9","1","2025-10-04T13:02:47.634Z","false","true","Basic","false","true","40"
"API-023","San Diego Biotech","API Manufacturing","SCADA","192.168.182.101","4","4","3","2025-10-16T23:45:59.100Z","true","true","Enterprise","false","true","77"
"API-024","San Diego Biotech","API Manufacturing","MES","192.168.115.12","3","9","1","2025-10-08T00:10:17.154Z","true","true","Basic","false","true","74"
"API-025","San Diego Biotech","API Manufacturing","Environmental Monitor","192.168.214.22","2","5","1","2025-10-22T20:54:27.920Z","true","true","None","false","true","40"
"API-026","San Diego Biotech","API Manufacturing","Serialization System","192.168.21.213","3","5","3","2025-10-22T07:54:12.703Z","true","true","Enterprise","false","false","19"
"API-027","San Diego Biotech","API Manufacturing","Environmental Monitor","192.168.180.64","3","0","4","2025-10-16T09:54:36.581Z","false","true","Basic","false","false","35"
"API-028","San Diego Biotech","API Manufacturing","MES","192.168.114.243","4","3","2","2025-10-21T03:05:33.242Z","true","true","Advanced","false","true","45"
"API-029","San Diego Biotech","API Manufacturing","LIMS","192.168.195.27","3","3","1","2025-10-21T12:47:44.490Z","true","true","Basic","false","false","41"
"API-030","San Diego Biotech","API Manufacturing","Safety PLC","192.168.247.72","4","9","3","2025-09-25T13:20:05.136Z","true","false","Basic","true","true","17"
"API-031","San Diego Biotech","API Manufacturing","MES","192.168.65.126","4","2","2","2025-10-04T20:23:35.689Z","true","false","Basic","true","true","31"
"API-032","San Diego Biotech","API Manufacturing","MES","192.168.19.96","2","0","0","2025-10-06T15:31:56.944Z","false","false","None","false","true","97"
"API-033","San Diego Biotech","API Manufacturing","HMI","192.168.48.42","2","8","1","2025-10-07T20:08:46.170Z","true","true","None","false","false","20"
"API-034","San Diego Biotech","API Manufacturing","PLC","192.168.70.93","3","3","0","2025-10-02T10:11:41.662Z","false","false","Basic","false","false","46"
"API-035","San Diego Biotech","API Manufacturing","Safety PLC","192.168.200.98","1","7","1","2025-09-27T04:10:18.203Z","false","true","Basic","true","false","71"
"API-036","San Diego Biotech","API Manufacturing","Batch Controller","192.168.205.125","2","2","1","2025-10-13T07:24:40.153Z","true","false","None","true","true","56"
"API-037","San Diego Biotech","API Manufacturing","MES","192.168.38.241","2","6","1","2025-10-09T03:27:44.722Z","true","false","Advanced","true","true","99"
"API-038","San Diego Biotech","API Manufacturing","HMI","192.168.52.254","2","1","0","2025-10-13T02:32:06.279Z","false","true","None","true","true","44"
"API-039","San Diego Biotech","API Manufacturing","PLC","192.168.76.213","2","8","0","2025-10-24T03:05:10.830Z","true","true","Basic","false","true","13"
"API-040","San Diego Biotech","API Manufacturing","PLC","192.168.158.200","2","0","1","2025-10-16T22:55:50.684Z","true","true","Advanced","false","true","79"
"API-041","San Diego Biotech","API Manufacturing","Serialization System","192.168.237.50","3","7","3","2025-10-23T05:14:05.482Z","true","true","None","false","true","54"
"API-042","San Diego Biotech","API Manufacturing","Safety PLC","192.168.137.152","1","3","1","2025-10-24T10:41:27.841Z","true","false","Enterprise","true","false","100"
"API-043","San Diego Biotech","API Manufacturing","Batch Controller","192.168.20.55","3","8","4","2025-10-15T17:33:35.195Z","true","true","Advanced","false","true","58"
"API-044","San Diego Biotech","API Manufacturing","MES","192.168.30.239","4","2","3","2025-10-11T18:24:21.396Z","true","true","Enterprise","true","true","57"
"FOR-001","San Diego Biotech","Formulation","Safety PLC","192.168.248.56","1","4","2","2025-09-27T00:43:31.757Z","true","true","Advanced","false","true","42"
"FOR-002","San Diego Biotech","Formulation","PLC","192.168.203.118","4","4","3","2025-10-24T15:25:42.412Z","false","true","Enterprise","false","false","51"
"FOR-003","San Diego Biotech","Formulation","HMI","192.168.55.124","3","2","4","2025-10-11T16:54:40.675Z","true","true","Basic","false","true","42"
"FOR-004","San Diego Biotech","Formulation","MES","192.168.23.191","2","0","0","2025-10-19T12:44:26.403Z","false","true","Basic","true","true","38"
"FOR-005","San Diego Biotech","Formulation","HMI","192.168.170.31","4","1","3","2025-10-19T14:40:24.067Z","true","true","Basic","true","true","46"
"FOR-006","San Diego Biotech","Formulation","MES","192.168.195.137","2","3","2","2025-10-18T11:15:47.572Z","true","true","Enterprise","false","true","85"
"FOR-007","San Diego Biotech","Formulation","MES","192.168.163.214","1","3","1","2025-10-20T01:15:44.368Z","true","true","Basic","false","false","28"
"FOR-008","San Diego Biotech","Formulation","PLC","192.168.87.39","1","8","0","2025-10-18T15:48:06.097Z","true","true","Enterprise","false","false","67"
"FOR-009","San Diego Biotech","Formulation","Environmental Monitor","192.168.223.65","4","5","0","2025-09-26T05:28:13.599Z","false","true","Basic","false","false","49"
"FOR-010","San Diego Biotech","Formulation","PLC","192.168.229.103","3","6","1","2025-10-10T11:15:52.980Z","false","true","Basic","true","true","54"
"FOR-011","San Diego Biotech","Formulation","LIMS","192.168.1.143","1","2","1","2025-10-15T19:10:44.383Z","false","false","None","true","true","9"
"FOR-012","San Diego Biotech","Formulation","PLC","192.168.243.63","4","6","2","2025-09-25T05:45:46.225Z","true","true","Enterprise","false","true","53"
"FOR-013","San Diego Biotech","Formulation","Serialization System","192.168.12.175","4","1","1","2025-10-12T15:15:50.050Z","true","true","Enterprise","false","true","98"
"FOR-014","San Diego Biotech","Formulation","MES","192.168.148.237","1","1","0","2025-09-26T11:55:49.634Z","false","true","Enterprise","true","false","7"
"FOR-015","San Diego Biotech","Formulation","MES","192.168.109.36","3","6","2","2025-09-26T09:44:50.184Z","false","true","Enterprise","true","true","71"
"FOR-016","San Diego Biotech","Formulation","MES","192.168.244.130","3","9","0","2025-10-09T23:08:27.469Z","true","true","Advanced","true","true","53"
"FOR-017","San Diego Biotech","Formulation","PLC","192.168.11.44","4","1","3","2025-10-01T15:56:39.078Z","true","true","Advanced","false","true","41"
"FOR-018","San Diego Biotech","Formulation","PLC","192.168.137.249","1","1","4","2025-10-16T17:31:37.376Z","true","true","Basic","true","false","79"
"FOR-019","San Diego Biotech","Formulation","PLC","192.168.91.160","3","3","1","2025-10-21T11:14:24.174Z","false","true","None","false","true","51"
"FOR-020","San Diego Biotech","Formulation","HMI","192.168.112.222","3","3","0","2025-10-06T22:42:11.485Z","true","true","Basic","false","false","12"
"FOR-021","San Diego Biotech","Formulation","Temperature Controller","192.168.113.61","2","6","2","2025-10-10T17:19:44.124Z","true","true","Enterprise","true","false","24"
"FOR-022","San Diego Biotech","Formulation","MES","192.168.133.180","2","8","4","2025-10-16T14:26:54.577Z","false","true","Advanced","false","true","64"
"FOR-023","San Diego Biotech","Formulation","Serialization System","192.168.218.4","4","6","0","2025-10-14T21:49:14.677Z","true","true","Enterprise","true","false","96"
"FOR-024","San Diego Biotech","Formulation","SCADA","192.168.91.111","1","4","3","2025-10-07T23:16:24.499Z","false","true","None","true","true","65"
"FOR-025","San Diego Biotech","Formulation","HMI","192.168.250.43","2","1","3","2025-10-01T03:49:56.454Z","false","false","Basic","false","true","46"
"FOR-026","San Diego Biotech","Formulation","Batch Controller","192.168.132.244","1","5","4","2025-10-17T17:05:49.318Z","false","false","Advanced","false","false","97"
"FOR-027","San Diego Biotech","Formulation","Serialization System","192.168.237.196","2","2","3","2025-09-24T19:57:36.620Z","false","true","None","true","true","60"
"FOR-028","San Diego Biotech","Formulation","HMI","192.168.93.110","3","6","3","2025-10-01T12:12:56.960Z","true","true","Basic","true","true","77"
"FOR-029","San Diego Biotech","Formulation","MES","192.168.92.65","4","1","0","2025-10-13T11:00:39.432Z","true","false","Basic","true","false","14"
"FOR-030","San Diego Biotech","Formulation","Environmental Monitor","192.168.6.43","4","9","0","2025-10-14T06:51:25.363Z","true","true","Basic","false","true","23"
"PAC-001","San Diego Biotech","Packaging","PLC","192.168.96.95","2","8","1","2025-10-02T11:53:16.660Z","false","false","Advanced","true","true","85"
"PAC-002","San Diego Biotech","Packaging","Serialization System","192.168.237.110","1","3","3","2025-10-18T13:05:50.422Z","true","true","Basic","true","true","16"
"PAC-003","San Diego Biotech","Packaging","HMI","192.168.205.146","1","9","1","2025-10-04T03:59:38.112Z","false","true","None","true","true","95"
"PAC-004","San Diego Biotech","Packaging","Environmental Monitor","192.168.244.251","4","8","2","2025-10-21T16:53:43.966Z","true","false","Advanced","true","true","7"
"PAC-005","San Diego Biotech","Packaging","Serialization System","192.168.109.63","1","3","2","2025-10-07T17:43:17.658Z","true","true","Enterprise","false","true","51"
"PAC-006","San Diego Biotech","Packaging","Temperature Controller","192.168.133.121","2","3","4","2025-10-01T05:40:00.162Z","false","true","Advanced","true","false","54"
"PAC-007","San Diego Biotech","Packaging","LIMS","192.168.173.158","3","3","0","2025-10-01T00:13:54.485Z","false","true","Basic","true","true","11"
"PAC-008","San Diego Biotech","Packaging","Environmental Monitor","192.168.28.209","1","6","2","2025-10-13T07:46:44.106Z","false","false","Advanced","true","true","11"
"PAC-009","San Diego Biotech","Packaging","PLC","192.168.12.28","2","9","2","2025-10-14T08:38:22.604Z","true","true","Enterprise","true","true","52"
"PAC-010","San Diego Biotech","Packaging","Temperature Controller","192.168.134.148","1","9","0","2025-10-12T03:41:47.576Z","false","true","Enterprise","true","true","45"
"PAC-011","San Diego Biotech","Packaging","MES","192.168.87.51","3","1","3","2025-09-28T02:27:22.619Z","true","true","Advanced","true","false","44"
"PAC-012","San Diego Biotech","Packaging","SCADA","192.168.148.163","4","3","3","2025-10-12T19:14:05.302Z","true","true","Enterprise","true","true","13"
"PAC-013","San Diego Biotech","Packaging","MES","192.168.219.18","2","0","3","2025-10-10T19:01:20.061Z","true","true","Basic","false","false","45"
"PAC-014","San Diego Biotech","Packaging","HMI","192.168.154.61","1","5","0","2025-10-21T12:15:00.219Z","true","true","None","true","false","16"
"PAC-015","San Diego Biotech","Packaging","Serialization System","192.168.165.224","2","1","1","2025-10-14T00:30:35.915Z","false","true","Advanced","true","true","99"
"PAC-016","San Diego Biotech","Packaging","PLC","192.168.247.113","4","9","0","2025-10-14T03:30:15.257Z","false","true","Basic","true","false","29"
"PAC-017","San Diego Biotech","Packaging","SCADA","192.168.175.211","3","8","3","2025-10-12T22:19:29.779Z","false","false","Basic","true","false","3"
"PAC-018","San Diego Biotech","Packaging","Batch Controller","192.168.242.135","1","6","4","2025-10-08T18:45:40.285Z","true","false","Enterprise","false","true","31"
"PAC-019","San Diego Biotech","Packaging","SCADA","192.168.59.38","3","0","1","2025-10-07T16:44:13.437Z","true","true","Enterprise","true","true","49"
"PAC-020","San Diego Biotech","Packaging","LIMS","192.168.97.87","1","4","4","2025-10-09T05:02:56.435Z","true","true","Advanced","true","true","65"
"PAC-021","San Diego Biotech","Packaging","Temperature Controller","192.168.248.174","1","0","0","2025-10-22T13:31:09.293Z","true","true","Basic","false","true","10"
"PAC-022","San Diego Biotech","Packaging","Environmental Monitor","192.168.78.219","2","4","0","2025-09-28T13:53:30.325Z","true","true","Enterprise","false","false","35"
"PAC-023","San Diego Biotech","Packaging","SCADA","192.168.169.112","4","3","3","2025-10-09T05:00:25.047Z","true","true","None","false","true","33"
"PAC-024","San Diego Biotech","Packaging","LIMS","192.168.228.145","3","3","1","2025-10-13T01:31:35.022Z","true","false","Enterprise","true","true","86"
"PAC-025","San Diego Biotech","Packaging","HMI","192.168.198.219","1","0","1","2025-10-14T06:08:40.886Z","false","true","Enterprise","true","false","25"
"PAC-026","San Diego Biotech","Packaging","Environmental Monitor","192.168.153.181","2","6","0","2025-10-02T02:39:32.116Z","false","true","None","false","true","42"
"PAC-027","San Diego Biotech","Packaging","LIMS","192.168.78.154","2","0","4","2025-10-10T11:45:25.029Z","true","true","Basic","false","false","90"
"PAC-028","San Diego Biotech","Packaging","Environmental Monitor","192.168.224.131","3","6","2","2025-10-16T20:33:41.999Z","false","true","Basic","false","true","68"
"PAC-029","San Diego Biotech","Packaging","Serialization System","192.168.144.175","3","0","3","2025-10-13T01:26:50.963Z","true","true","Enterprise","false","true","86"
"PAC-030","San Diego Biotech","Packaging","PLC","192.168.142.216","3","1","3","2025-10-01T16:59:24.746Z","true","true","Advanced","true","false","70"
"PAC-031","San Diego Biotech","Packaging","Safety PLC","192.168.61.83","1","1","2","2025-10-15T21:27:35.829Z","true","true","Enterprise","false","true","16"
"PAC-032","San Diego Biotech","Packaging","Serialization System","192.168.58.100","3","8","3","2025-10-02T04:39:30.275Z","false","false","Basic","true","true","79"
"PAC-033","San Diego Biotech","Packaging","LIMS","192.168.155.97","4","0","3","2025-10-14T13:35:06.132Z","true","true","Basic","false","true","42"
"PAC-034","San Diego Biotech","Packaging","Temperature Controller","192.168.137.120","2","6","4","2025-09-28T22:22:08.057Z","false","true","None","true","false","56"
"PAC-035","San Diego Biotech","Packaging","Batch Controller","192.168.156.247","4","0","3","2025-10-21T04:52:44.066Z","false","true","Advanced","true","true","65"
"PAC-036","San Diego Biotech","Packaging","SCADA","192.168.4.158","2","9","1","2025-10-24T04:08:01.169Z","true","true","Basic","true","true","57"
"PAC-037","San Diego Biotech","Packaging","Temperature Controller","192.168.36.241","1","6","2","2025-10-10T14:13:20.854Z","false","true","Basic","true","true","45"
"PAC-038","San Diego Biotech","Packaging","SCADA","192.168.79.200","2","3","3","2025-10-12T20:03:39.879Z","false","false","Enterprise","false","false","8"
"PAC-039","San Diego Biotech","Packaging","PLC","192.168.64.105","3","1","3","2025-10-02T17:16:45.955Z","true","true","Enterprise","false","true","36"
"PAC-040","San Diego Biotech","Packaging","SCADA","192.168.36.107","3","5","0","2025-10-04T10:40:25.559Z","true","false","Basic","false","true","79"
"PAC-041","San Diego Biotech","Packaging","Environmental Monitor","192.168.21.79","3","5","3","2025-10-16T19:14:59.151Z","false","false","Enterprise","false","false","29"
"PAC-042","San Diego Biotech","Packaging","HMI","192.168.46.223","1","1","0","2025-09-30T18:17:42.801Z","true","false","None","true","true","82"
"PAC-043","San Diego Biotech","Packaging","SCADA","192.168.42.131","1","1","2","2025-10-19T08:36:39.517Z","true","true","None","false","true","67"
"PAC-044","San Diego Biotech","Packaging","MES","192.168.35.70","4","9","0","2025-10-04T14:07:25.393Z","true","true","Basic","false","true","96"
"PAC-045","San Diego Biotech","Packaging","Batch Controller","192.168.158.125","2","3","0","2025-10-01T00:59:29.392Z","true","false","None","true","true","89"
"PAC-046","San Diego Biotech","Packaging","LIMS","192.168.28.123","4","0","4","2025-09-26T13:47:27.886Z","true","false","Enterprise","false","false","84"
"PAC-047","San Diego Biotech","Packaging","Batch Controller","192.168.238.1","2","9","4","2025-10-07T14:28:05.632Z","true","false","Enterprise","false","true","88"
"PAC-048","San Diego Biotech","Packaging","Environmental Monitor","192.168.154.97","1","5","2","2025-10-18T10:42:03.735Z","false","true","Advanced","true","true","42"
"PAC-049","San Diego Biotech","Packaging","Batch Controller","192.168.69.80","4","5","0","2025-10-13T11:32:30.021Z","false","true","Basic","true","true","84"
"PAC-050","San Diego Biotech","Packaging","HMI","192.168.110.3","2","9","4","2025-10-09T09:57:23.423Z","true","false","Enterprise","true","true","70"
"QUA-001","San Diego Biotech","Quality Control Lab","Serialization System","192.168.36.91","2","7","0","2025-10-13T10:11:46.975Z","true","true","Advanced","true","true","25"
